<TIME>,USD/RUB,<LAST>
105128,USD/RUB,61.575700000
105129,USD/RUB,61.526800000
105129,USD/RUB,61.575700000
105129,USD/RUB,61.575700000
105130,USD/RUB,61.575700000
105131,USD/RUB,61.575700000
105132,USD/RUB,61.526300000
105132,USD/RUB,61.526300000
105132,USD/RUB,61.575700000
105133,USD/RUB,61.575700000
105133,USD/RUB,61.575700000
105134,USD/RUB,61.576800000
105134,USD/RUB,61.526300000
105134,USD/RUB,61.577300000
105134,USD/RUB,61.575000000
105134,USD/RUB,61.559000000
105134,USD/RUB,61.526900000
105134,USD/RUB,61.527000000
105135,USD/RUB,61.527000000
105135,USD/RUB,61.577300000
105135,USD/RUB,61.526300000
105135,USD/RUB,61.526300000
105136,USD/RUB,61.526700000
105136,USD/RUB,61.578500000
105136,USD/RUB,61.525000000
105136,USD/RUB,61.538500000
105137,USD/RUB,61.525000000
105137,USD/RUB,61.577600000
105137,USD/RUB,61.558100000
105138,USD/RUB,61.575800000
105138,USD/RUB,61.525600000
105138,USD/RUB,61.576200000
105138,USD/RUB,61.576200000
105139,USD/RUB,61.576200000
105139,USD/RUB,61.576200000
105140,USD/RUB,61.576200000
105141,USD/RUB,61.526600000
105141,USD/RUB,61.576900000
105141,USD/RUB,61.576900000
105142,USD/RUB,61.576900000
105142,USD/RUB,61.577000000
105142,USD/RUB,61.576900000
105143,USD/RUB,61.576900000
105143,USD/RUB,61.576900000
105144,USD/RUB,61.576900000
105144,USD/RUB,61.526300000
105144,USD/RUB,61.577300000
105144,USD/RUB,61.576300000
105144,USD/RUB,61.572500000
105144,USD/RUB,61.526300000
105144,USD/RUB,61.559800000
105144,USD/RUB,61.576300000
105145,USD/RUB,61.574900000
105145,USD/RUB,61.576200000
105145,USD/RUB,61.524400000
105145,USD/RUB,61.524700000
105146,USD/RUB,61.525000000
105146,USD/RUB,61.524500000
105146,USD/RUB,61.574800000
105146,USD/RUB,61.574800000
105147,USD/RUB,61.574500000
105147,USD/RUB,61.524500000
105147,USD/RUB,61.576100000
105147,USD/RUB,61.525800000
105148,USD/RUB,61.525800000
105148,USD/RUB,61.525800000
105148,USD/RUB,61.576100000
105148,USD/RUB,61.576100000
105149,USD/RUB,61.524900000
105149,USD/RUB,61.575200000
105149,USD/RUB,61.575200000
105150,USD/RUB,61.525600000
105150,USD/RUB,61.576400000
105150,USD/RUB,61.524700000
105150,USD/RUB,61.576400000
105151,USD/RUB,61.574900000
105151,USD/RUB,61.524600000
105151,USD/RUB,61.574900000
105152,USD/RUB,61.576000000
105152,USD/RUB,61.525700000
105152,USD/RUB,61.576000000
105153,USD/RUB,61.576000000
105154,USD/RUB,61.567000000
105154,USD/RUB,61.576000000
105156,USD/RUB,61.576000000
105156,USD/RUB,61.524000000
105156,USD/RUB,61.575600000
105156,USD/RUB,61.574300000
105156,USD/RUB,61.557100000
105156,USD/RUB,61.574300000
105157,USD/RUB,61.575600000
105157,USD/RUB,61.524900000
105157,USD/RUB,61.555900000
105158,USD/RUB,61.575000000
105158,USD/RUB,61.523800000
105158,USD/RUB,61.575000000
105158,USD/RUB,61.571200000
105159,USD/RUB,61.575000000
105200,USD/RUB,61.524800000
105200,USD/RUB,61.575000000
105200,USD/RUB,61.575000000
105201,USD/RUB,61.575000000
105202,USD/RUB,61.570000000
105202,USD/RUB,61.575400000
105202,USD/RUB,61.525200000
105202,USD/RUB,61.525200000
105203,USD/RUB,61.575900000
105203,USD/RUB,61.525400000
105203,USD/RUB,61.556100000
105204,USD/RUB,61.572500000
105204,USD/RUB,61.578000000
105204,USD/RUB,61.524500000
105204,USD/RUB,61.572500000
105204,USD/RUB,61.575000000
105205,USD/RUB,61.572500000
105205,USD/RUB,61.572500000
105205,USD/RUB,61.577200000
105206,USD/RUB,61.526900000
105206,USD/RUB,61.577200000
105206,USD/RUB,61.541000000
105207,USD/RUB,61.526800000
105207,USD/RUB,61.577100000
105207,USD/RUB,61.572500000
105208,USD/RUB,61.525700000
105208,USD/RUB,61.576800000
105208,USD/RUB,61.526500000
105209,USD/RUB,61.576800000
105209,USD/RUB,61.576800000
105211,USD/RUB,61.577100000
105211,USD/RUB,61.525600000
105211,USD/RUB,61.557100000
105212,USD/RUB,61.577400000
105212,USD/RUB,61.527100000
105212,USD/RUB,61.556400000
105212,USD/RUB,61.576600000
105212,USD/RUB,61.526900000
105213,USD/RUB,61.577200000
105213,USD/RUB,61.526900000
105213,USD/RUB,61.574900000
105214,USD/RUB,61.577200000
105216,USD/RUB,61.577200000
105217,USD/RUB,61.557100000
105217,USD/RUB,61.556400000
105217,USD/RUB,61.577200000
105218,USD/RUB,61.577200000
105219,USD/RUB,61.577200000
105219,USD/RUB,61.526900000
105219,USD/RUB,61.577200000
105220,USD/RUB,61.575000000
105220,USD/RUB,61.557100000
105220,USD/RUB,61.577200000
105220,USD/RUB,61.576400000
105220,USD/RUB,61.526200000
105220,USD/RUB,61.526200000
105221,USD/RUB,61.576400000
105221,USD/RUB,61.575800000
105222,USD/RUB,61.576400000
105223,USD/RUB,61.576400000
105224,USD/RUB,61.570000000
105224,USD/RUB,61.576400000
105225,USD/RUB,61.576400000
105225,USD/RUB,61.578100000
105226,USD/RUB,61.557600000
105226,USD/RUB,61.527800000
105226,USD/RUB,61.557100000
105226,USD/RUB,61.578100000
105227,USD/RUB,61.566800000
105227,USD/RUB,61.578100000
105228,USD/RUB,61.578100000
105229,USD/RUB,61.578100000
105229,USD/RUB,61.557200000
105229,USD/RUB,61.576400000
105230,USD/RUB,61.573900000
105230,USD/RUB,61.527700000
105230,USD/RUB,61.578000000
105230,USD/RUB,61.576400000
105231,USD/RUB,61.578000000
105231,USD/RUB,61.578000000
105232,USD/RUB,61.578000000
105232,USD/RUB,61.578000000
105233,USD/RUB,61.578000000
105233,USD/RUB,61.527300000
105233,USD/RUB,61.527300000
105234,USD/RUB,61.578200000
105234,USD/RUB,61.527900000
105234,USD/RUB,61.578200000
105235,USD/RUB,61.578200000
105236,USD/RUB,61.578600000
105236,USD/RUB,61.579400000
105236,USD/RUB,61.527700000
105236,USD/RUB,61.558500000
105236,USD/RUB,61.578800000
105237,USD/RUB,61.528500000
105237,USD/RUB,61.527200000
105237,USD/RUB,61.578100000
105237,USD/RUB,61.527800000
105238,USD/RUB,61.528100000
105238,USD/RUB,61.578400000
105238,USD/RUB,61.578400000
105239,USD/RUB,61.578400000
105241,USD/RUB,61.577900000
105241,USD/RUB,61.527600000
105241,USD/RUB,61.527600000
105242,USD/RUB,61.577900000
105242,USD/RUB,61.578600000
105242,USD/RUB,61.527800000
105242,USD/RUB,61.527800000
105243,USD/RUB,61.577300000
105243,USD/RUB,61.527200000
105243,USD/RUB,61.577300000
105244,USD/RUB,61.577300000
105245,USD/RUB,61.576100000
105245,USD/RUB,61.527400000
105245,USD/RUB,61.579100000
105245,USD/RUB,61.528800000
105246,USD/RUB,61.577800000
105246,USD/RUB,61.527500000
105246,USD/RUB,61.577800000
105247,USD/RUB,61.577800000
105249,USD/RUB,61.577800000
105250,USD/RUB,61.527500000
105250,USD/RUB,61.527500000
105251,USD/RUB,61.577800000
105251,USD/RUB,61.527200000
105251,USD/RUB,61.527200000
105252,USD/RUB,61.577000000
105252,USD/RUB,61.527200000
105252,USD/RUB,61.577900000
105252,USD/RUB,61.576000000
105253,USD/RUB,61.527600000
105253,USD/RUB,61.577900000
105254,USD/RUB,61.577200000
105254,USD/RUB,61.527200000
105254,USD/RUB,61.577200000
105256,USD/RUB,61.577200000
105256,USD/RUB,61.527000000
105256,USD/RUB,61.527000000
105257,USD/RUB,61.567000000
105258,USD/RUB,61.577200000
105259,USD/RUB,61.578000000
105259,USD/RUB,61.527800000
105259,USD/RUB,61.527800000
105300,USD/RUB,61.576100000
105301,USD/RUB,61.578000000
105301,USD/RUB,61.574600000
105303,USD/RUB,61.578000000
105304,USD/RUB,61.527200000
105304,USD/RUB,61.577500000
105304,USD/RUB,61.527200000
105306,USD/RUB,61.577500000
105308,USD/RUB,61.577500000
105308,USD/RUB,61.576000000
105309,USD/RUB,61.577500000
105311,USD/RUB,61.577500000
105311,USD/RUB,61.577500000
105311,USD/RUB,61.576000000
105313,USD/RUB,61.577600000
105313,USD/RUB,61.527300000
105313,USD/RUB,61.578100000
105313,USD/RUB,61.578100000
105316,USD/RUB,61.576100000
105316,USD/RUB,61.578100000
105318,USD/RUB,61.527200000
105318,USD/RUB,61.577500000
105318,USD/RUB,61.577500000
105320,USD/RUB,61.578100000
105320,USD/RUB,61.527800000
105320,USD/RUB,61.527800000
105321,USD/RUB,61.578100000
105323,USD/RUB,61.578100000
105324,USD/RUB,61.576900000
105324,USD/RUB,61.526900000
105324,USD/RUB,61.557600000
105325,USD/RUB,61.576600000
105325,USD/RUB,61.576600000
105326,USD/RUB,61.576600000
105327,USD/RUB,61.566700000
105328,USD/RUB,61.575300000
105328,USD/RUB,61.575800000
105328,USD/RUB,61.525000000
105328,USD/RUB,61.538500000
105329,USD/RUB,61.523600000
105329,USD/RUB,61.523700000
105329,USD/RUB,61.574800000
105330,USD/RUB,61.524500000
105330,USD/RUB,61.574800000
105330,USD/RUB,61.524500000
105331,USD/RUB,61.574800000
105331,USD/RUB,61.572800000
105332,USD/RUB,61.574800000
105333,USD/RUB,61.574800000
105333,USD/RUB,61.524000000
105333,USD/RUB,61.524000000
105334,USD/RUB,61.572900000
105334,USD/RUB,61.523600000
105334,USD/RUB,61.573900000
105334,USD/RUB,61.523700000
105335,USD/RUB,61.573900000
105336,USD/RUB,61.573900000
105336,USD/RUB,61.574400000
105336,USD/RUB,61.524100000
105336,USD/RUB,61.524100000
105337,USD/RUB,61.523100000
105337,USD/RUB,61.572900000
105337,USD/RUB,61.523100000
105338,USD/RUB,61.570000000
105338,USD/RUB,61.573900000
105338,USD/RUB,61.523700000
105338,USD/RUB,61.523700000
105339,USD/RUB,61.573900000
105340,USD/RUB,61.572700000
105340,USD/RUB,61.523200000
105340,USD/RUB,61.574200000
105340,USD/RUB,61.523900000
105342,USD/RUB,61.574200000
105343,USD/RUB,61.573600000
105343,USD/RUB,61.523300000
105343,USD/RUB,61.523300000
105344,USD/RUB,61.573600000
105345,USD/RUB,61.573600000
105346,USD/RUB,61.573600000
105347,USD/RUB,61.555400000
105347,USD/RUB,61.574400000
105347,USD/RUB,61.524100000
105348,USD/RUB,61.524100000
105348,USD/RUB,61.574400000
105349,USD/RUB,61.555600000
105349,USD/RUB,61.524100000
105349,USD/RUB,61.574400000
105349,USD/RUB,61.574400000
105351,USD/RUB,61.574400000
105352,USD/RUB,61.574400000
105352,USD/RUB,61.523500000
105352,USD/RUB,61.523500000
105352,USD/RUB,61.555500000
105352,USD/RUB,61.523400000
105353,USD/RUB,61.523400000
105353,USD/RUB,61.575000000
105353,USD/RUB,61.575000000
105354,USD/RUB,61.575000000
105354,USD/RUB,61.523300000
105354,USD/RUB,61.575300000
105354,USD/RUB,61.555500000
105354,USD/RUB,61.575300000
105355,USD/RUB,61.575300000
105355,USD/RUB,61.523600000
105355,USD/RUB,61.573900000
105356,USD/RUB,61.570000000
105356,USD/RUB,61.524800000
105356,USD/RUB,61.575900000
105356,USD/RUB,61.525600000
105357,USD/RUB,61.575900000
105357,USD/RUB,61.563500000
105357,USD/RUB,61.575900000
105358,USD/RUB,61.555000000
105358,USD/RUB,61.574900000
105358,USD/RUB,61.524600000
105358,USD/RUB,61.574900000
105358,USD/RUB,61.574900000
105359,USD/RUB,61.574900000
105400,USD/RUB,61.574900000
105400,USD/RUB,61.574900000
105401,USD/RUB,61.573700000
105401,USD/RUB,61.523400000
105401,USD/RUB,61.573700000
105402,USD/RUB,61.573700000
105402,USD/RUB,61.573700000
105403,USD/RUB,61.570000000
105403,USD/RUB,61.573700000
105403,USD/RUB,61.573700000
105404,USD/RUB,61.573700000
105404,USD/RUB,61.523700000
105404,USD/RUB,61.523700000
105404,USD/RUB,61.574000000
105405,USD/RUB,61.553500000
105405,USD/RUB,61.524800000
105405,USD/RUB,61.577800000
105405,USD/RUB,61.527100000
105406,USD/RUB,61.577300000
105406,USD/RUB,61.527300000
105406,USD/RUB,61.578000000
105406,USD/RUB,61.527800000
105406,USD/RUB,61.576600000
105406,USD/RUB,61.526100000
105406,USD/RUB,61.526100000
105407,USD/RUB,61.575300000
105408,USD/RUB,61.576200000
105408,USD/RUB,61.576200000
105408,USD/RUB,61.527100000
105408,USD/RUB,61.527100000
105409,USD/RUB,61.576900000
105409,USD/RUB,61.577600000
105409,USD/RUB,61.526700000
105409,USD/RUB,61.577600000
105410,USD/RUB,61.572500000
105410,USD/RUB,61.577800000
105410,USD/RUB,61.526100000
105410,USD/RUB,61.575800000
105411,USD/RUB,61.576800000
105411,USD/RUB,61.576800000
105412,USD/RUB,61.576800000
105412,USD/RUB,61.527500000
105412,USD/RUB,61.577800000
105412,USD/RUB,61.575800000
105413,USD/RUB,61.527500000
105413,USD/RUB,61.577800000
105413,USD/RUB,61.577800000
105414,USD/RUB,61.577800000
105414,USD/RUB,61.577800000
105415,USD/RUB,61.577100000
105415,USD/RUB,61.526800000
105415,USD/RUB,61.574800000
105417,USD/RUB,61.527400000
105417,USD/RUB,61.577700000
105417,USD/RUB,61.577700000
105418,USD/RUB,61.577700000
105418,USD/RUB,61.575200000
105419,USD/RUB,61.577700000
105420,USD/RUB,61.577700000
105421,USD/RUB,61.577700000
105422,USD/RUB,61.577700000
105423,USD/RUB,61.575000000
105423,USD/RUB,61.527400000
105423,USD/RUB,61.527400000
105423,USD/RUB,61.577700000
105424,USD/RUB,61.570000000
105424,USD/RUB,61.577700000
105426,USD/RUB,61.577700000
105426,USD/RUB,61.575300000
105427,USD/RUB,61.577700000
105427,USD/RUB,61.566000000
105428,USD/RUB,61.577700000
105429,USD/RUB,61.577700000
105430,USD/RUB,61.557000000
105430,USD/RUB,61.523300000
105430,USD/RUB,61.572700000
105430,USD/RUB,61.574600000
105430,USD/RUB,61.553900000
105430,USD/RUB,61.523300000
105430,USD/RUB,61.523300000
105431,USD/RUB,61.572400000
105431,USD/RUB,61.521800000
105431,USD/RUB,61.574700000
105431,USD/RUB,61.574700000
105432,USD/RUB,61.573600000
105432,USD/RUB,61.523300000
105432,USD/RUB,61.523300000
105432,USD/RUB,61.573600000
105433,USD/RUB,61.573600000
105434,USD/RUB,61.572900000
105434,USD/RUB,61.522600000
105434,USD/RUB,61.572900000
105435,USD/RUB,61.569600000
105435,USD/RUB,61.536000000
105435,USD/RUB,61.572900000
105436,USD/RUB,61.572900000
105437,USD/RUB,61.572000000
105437,USD/RUB,61.521800000
105437,USD/RUB,61.572000000
105438,USD/RUB,61.572000000
105438,USD/RUB,61.521800000
105438,USD/RUB,61.522100000
105438,USD/RUB,61.571400000
105439,USD/RUB,61.573000000
105439,USD/RUB,61.573600000
105439,USD/RUB,61.523300000
105439,USD/RUB,61.573600000
105440,USD/RUB,61.572700000
105440,USD/RUB,61.573200000
105440,USD/RUB,61.522500000
105440,USD/RUB,61.573200000
105441,USD/RUB,61.573200000
105442,USD/RUB,61.572800000
105442,USD/RUB,61.522600000
105442,USD/RUB,61.572800000
105443,USD/RUB,61.572800000
105444,USD/RUB,61.572800000
105445,USD/RUB,61.572800000
105447,USD/RUB,61.572800000
105447,USD/RUB,61.522600000
105447,USD/RUB,61.572800000
105448,USD/RUB,61.572200000
105448,USD/RUB,61.521800000
105448,USD/RUB,61.521800000
105448,USD/RUB,61.572200000
105449,USD/RUB,61.523400000
105449,USD/RUB,61.573600000
105449,USD/RUB,61.571700000
105450,USD/RUB,61.572100000
105450,USD/RUB,61.521800000
105450,USD/RUB,61.573100000
105450,USD/RUB,61.572900000
105450,USD/RUB,61.572900000
105450,USD/RUB,61.522700000
105450,USD/RUB,61.522700000
105451,USD/RUB,61.522700000
105451,USD/RUB,61.573600000
105451,USD/RUB,61.573600000
105452,USD/RUB,61.553600000
105453,USD/RUB,61.573600000
105454,USD/RUB,61.570000000
105454,USD/RUB,61.521900000
105454,USD/RUB,61.574100000
105454,USD/RUB,61.572700000
105454,USD/RUB,61.572200000
105454,USD/RUB,61.521900000
105455,USD/RUB,61.521900000
105455,USD/RUB,61.572200000
105456,USD/RUB,61.521900000
105456,USD/RUB,61.572200000
105456,USD/RUB,61.522400000
105457,USD/RUB,61.562400000
105457,USD/RUB,61.572200000
105458,USD/RUB,61.572200000
105458,USD/RUB,61.522400000
105458,USD/RUB,61.573200000
105458,USD/RUB,61.523000000
105458,USD/RUB,61.572300000
105458,USD/RUB,61.523000000
105459,USD/RUB,61.572400000
105459,USD/RUB,61.523700000
105459,USD/RUB,61.575000000
105459,USD/RUB,61.524300000
105500,USD/RUB,61.577200000
105500,USD/RUB,61.522300000
105500,USD/RUB,61.522600000
105500,USD/RUB,61.572200000
105500,USD/RUB,61.522600000
105500,USD/RUB,61.572200000
105501,USD/RUB,61.523200000
105501,USD/RUB,61.573400000
105501,USD/RUB,61.573400000
105502,USD/RUB,61.522100000
105502,USD/RUB,61.573700000
105502,USD/RUB,61.523100000
105502,USD/RUB,61.572500000
105502,USD/RUB,61.574500000
105503,USD/RUB,61.523600000
105503,USD/RUB,61.575000000
105503,USD/RUB,61.522600000
105503,USD/RUB,61.572200000
105504,USD/RUB,61.573700000
105504,USD/RUB,61.553900000
105504,USD/RUB,61.573700000
105505,USD/RUB,61.573700000
105505,USD/RUB,61.572500000
105506,USD/RUB,61.573300000
105506,USD/RUB,61.523000000
105506,USD/RUB,61.570000000
105506,USD/RUB,61.572600000
105506,USD/RUB,61.553600000
105506,USD/RUB,61.572500000
105507,USD/RUB,61.522300000
105507,USD/RUB,61.573700000
105507,USD/RUB,61.521900000
105507,USD/RUB,61.572500000
105508,USD/RUB,61.523900000
105508,USD/RUB,61.574200000
105508,USD/RUB,61.522000000
105508,USD/RUB,61.572100000
105508,USD/RUB,61.522700000
105508,USD/RUB,61.521900000
105508,USD/RUB,61.571600000
105508,USD/RUB,61.521900000
105509,USD/RUB,61.572900000
105509,USD/RUB,61.522600000
105509,USD/RUB,61.572900000
105510,USD/RUB,61.573700000
105510,USD/RUB,61.523300000
105510,USD/RUB,61.570000000
105510,USD/RUB,61.570000000
105511,USD/RUB,61.570000000
105511,USD/RUB,61.573700000
105511,USD/RUB,61.570000000
105512,USD/RUB,61.523300000
105512,USD/RUB,61.570000000
105512,USD/RUB,61.570000000
105513,USD/RUB,61.572100000
105513,USD/RUB,61.570000000
105514,USD/RUB,61.573700000
105514,USD/RUB,61.523300000
105514,USD/RUB,61.570000000
105514,USD/RUB,61.553900000
105514,USD/RUB,61.522300000
105514,USD/RUB,61.573000000
105515,USD/RUB,61.522300000
105515,USD/RUB,61.573000000
105516,USD/RUB,61.573000000
105518,USD/RUB,61.573000000
105519,USD/RUB,61.570000000
105519,USD/RUB,61.573100000
105519,USD/RUB,61.522200000
105519,USD/RUB,61.572400000
105521,USD/RUB,61.572000000
105521,USD/RUB,61.572400000
105522,USD/RUB,61.573200000
105522,USD/RUB,61.522900000
105522,USD/RUB,61.573200000
105523,USD/RUB,61.573200000
105524,USD/RUB,61.565000000
105524,USD/RUB,61.573200000
105524,USD/RUB,61.572300000
105524,USD/RUB,61.522200000
105524,USD/RUB,61.572700000
105524,USD/RUB,61.522200000
105524,USD/RUB,61.573500000
105525,USD/RUB,61.523200000
105525,USD/RUB,61.523200000
105525,USD/RUB,61.573500000
105526,USD/RUB,61.573500000
105527,USD/RUB,61.562200000
105527,USD/RUB,61.572300000
105527,USD/RUB,61.522200000
105527,USD/RUB,61.522200000
105528,USD/RUB,61.572300000
105529,USD/RUB,61.567500000
105529,USD/RUB,61.570600000
105529,USD/RUB,61.514800000
105529,USD/RUB,61.516800000
105530,USD/RUB,61.564400000
105530,USD/RUB,61.522200000
105530,USD/RUB,61.576700000
105530,USD/RUB,61.553800000
105531,USD/RUB,61.576700000
105531,USD/RUB,61.525800000
105531,USD/RUB,61.525800000
105532,USD/RUB,61.575600000
105532,USD/RUB,61.525200000
105532,USD/RUB,61.525200000
105532,USD/RUB,61.573800000
105533,USD/RUB,61.575600000
105534,USD/RUB,61.575100000
105534,USD/RUB,61.523000000
105534,USD/RUB,61.575500000
105534,USD/RUB,61.575500000
105535,USD/RUB,61.538500000
105535,USD/RUB,61.575500000
105536,USD/RUB,61.575500000
105537,USD/RUB,61.570500000
105537,USD/RUB,61.575300000
105537,USD/RUB,61.523100000
105537,USD/RUB,61.575000000
105538,USD/RUB,61.524200000
105538,USD/RUB,61.574500000
105538,USD/RUB,61.573800000
105541,USD/RUB,61.574800000
105541,USD/RUB,61.524500000
105541,USD/RUB,61.524500000
105542,USD/RUB,61.574400000
105542,USD/RUB,61.574400000
105542,USD/RUB,61.574800000
105543,USD/RUB,61.574800000
105543,USD/RUB,61.524100000
105543,USD/RUB,61.524100000
105544,USD/RUB,61.553900000
105544,USD/RUB,61.574800000
105544,USD/RUB,61.573800000
105545,USD/RUB,61.570000000
105545,USD/RUB,61.573800000
105545,USD/RUB,61.520300000
105545,USD/RUB,61.570400000
105546,USD/RUB,61.548600000
105546,USD/RUB,61.571100000
105546,USD/RUB,61.520800000
105546,USD/RUB,61.571100000
105547,USD/RUB,61.571100000
105548,USD/RUB,61.571100000
105549,USD/RUB,61.571100000
105549,USD/RUB,61.520800000
105550,USD/RUB,61.549200000
105550,USD/RUB,61.570500000
105550,USD/RUB,61.520300000
105550,USD/RUB,61.520300000
105551,USD/RUB,61.549200000
105551,USD/RUB,61.570500000
105551,USD/RUB,61.548800000
105551,USD/RUB,61.570500000
105552,USD/RUB,61.568100000
105552,USD/RUB,61.570500000
105552,USD/RUB,61.548700000
105552,USD/RUB,61.570500000
105553,USD/RUB,61.570500000
105553,USD/RUB,61.570500000
105554,USD/RUB,61.570500000
105554,USD/RUB,61.562000000
105554,USD/RUB,61.570500000
105554,USD/RUB,61.570500000
105556,USD/RUB,61.570500000
105556,USD/RUB,61.520300000
105556,USD/RUB,61.570500000
105557,USD/RUB,61.549200000
105557,USD/RUB,61.570800000
105557,USD/RUB,61.570800000
105557,USD/RUB,61.520500000
105558,USD/RUB,61.520500000
105558,USD/RUB,61.570800000
105558,USD/RUB,61.570800000
105559,USD/RUB,61.570800000
105559,USD/RUB,61.549100000
105559,USD/RUB,61.570800000
105600,USD/RUB,61.570800000
105600,USD/RUB,61.568300000
105600,USD/RUB,61.570800000
105601,USD/RUB,61.570800000
105601,USD/RUB,61.570800000
105602,USD/RUB,61.549300000
105603,USD/RUB,61.570800000
105604,USD/RUB,61.570500000
105604,USD/RUB,61.520200000
105604,USD/RUB,61.520200000
105604,USD/RUB,61.570500000
105605,USD/RUB,61.570500000
105605,USD/RUB,61.570500000
105605,USD/RUB,61.533500000
105606,USD/RUB,61.570500000
105606,USD/RUB,61.570500000
105607,USD/RUB,61.570500000
105607,USD/RUB,61.570500000
105608,USD/RUB,61.567000000
105608,USD/RUB,61.570500000
105608,USD/RUB,61.520200000
105608,USD/RUB,61.570500000
105609,USD/RUB,61.570500000
105609,USD/RUB,61.570500000
105610,USD/RUB,61.570500000
105611,USD/RUB,61.570500000
105611,USD/RUB,61.570500000
105612,USD/RUB,61.570500000
105612,USD/RUB,61.570500000
105613,USD/RUB,61.570500000
105613,USD/RUB,61.570500000
105614,USD/RUB,61.570500000
105615,USD/RUB,61.570500000
105616,USD/RUB,61.570500000
105617,USD/RUB,61.570500000
105619,USD/RUB,61.570500000
105619,USD/RUB,61.570500000
105620,USD/RUB,61.569600000
105620,USD/RUB,61.519900000
105620,USD/RUB,61.572600000
105620,USD/RUB,61.551500000
105620,USD/RUB,61.571600000
105621,USD/RUB,61.572800000
105621,USD/RUB,61.521300000
105621,USD/RUB,61.572800000
105622,USD/RUB,61.572800000
105622,USD/RUB,61.572800000
105623,USD/RUB,61.567500000
105623,USD/RUB,61.572800000
105623,USD/RUB,61.569700000
105624,USD/RUB,61.565000000
105624,USD/RUB,61.572800000
105624,USD/RUB,61.522000000
105624,USD/RUB,61.522000000
105625,USD/RUB,61.572300000
105625,USD/RUB,61.572300000
105625,USD/RUB,61.567500000
105626,USD/RUB,61.572300000
105626,USD/RUB,61.572300000
105627,USD/RUB,61.560300000
105627,USD/RUB,61.572600000
105627,USD/RUB,61.521500000
105627,USD/RUB,61.521500000
105628,USD/RUB,61.572700000
105628,USD/RUB,61.522400000
105628,USD/RUB,61.522400000
105629,USD/RUB,61.521600000
105629,USD/RUB,61.571900000
105629,USD/RUB,61.571900000
105631,USD/RUB,61.569600000
105631,USD/RUB,61.571900000
105632,USD/RUB,61.570000000
105632,USD/RUB,61.523200000
105632,USD/RUB,61.573500000
105632,USD/RUB,61.552100000
105633,USD/RUB,61.552400000
105633,USD/RUB,61.573500000
105633,USD/RUB,61.573500000
105633,USD/RUB,61.521700000
105634,USD/RUB,61.572900000
105634,USD/RUB,61.573900000
105634,USD/RUB,61.522600000
105634,USD/RUB,61.570000000
105635,USD/RUB,61.570100000
105635,USD/RUB,61.573900000
105635,USD/RUB,61.523700000
105635,USD/RUB,61.523700000
105636,USD/RUB,61.570000000
105636,USD/RUB,61.520700000
105636,USD/RUB,61.574500000
105636,USD/RUB,61.551600000
105637,USD/RUB,61.573600000
105637,USD/RUB,61.574100000
105637,USD/RUB,61.523300000
105637,USD/RUB,61.523600000
105638,USD/RUB,61.551900000
105638,USD/RUB,61.573900000
105638,USD/RUB,61.573900000
105639,USD/RUB,61.569500000
105639,USD/RUB,61.573900000
105639,USD/RUB,61.570000000
105640,USD/RUB,61.573900000
105640,USD/RUB,61.523600000
105640,USD/RUB,61.553600000
105641,USD/RUB,61.573900000
105641,USD/RUB,61.573900000
105642,USD/RUB,61.573900000
105642,USD/RUB,61.573900000
105643,USD/RUB,61.573900000
105643,USD/RUB,61.573900000
105644,USD/RUB,61.573900000
105644,USD/RUB,61.573900000
105645,USD/RUB,61.574500000
105645,USD/RUB,61.523100000
105645,USD/RUB,61.574900000
105645,USD/RUB,61.574900000
105646,USD/RUB,61.574900000
105646,USD/RUB,61.574900000
105646,USD/RUB,61.573000000
105647,USD/RUB,61.574700000
105647,USD/RUB,61.523400000
105647,USD/RUB,61.524000000
105648,USD/RUB,61.573000000
105648,USD/RUB,61.523300000
105648,USD/RUB,61.574000000
105648,USD/RUB,61.574000000
105649,USD/RUB,61.573000000
105649,USD/RUB,61.574000000
105649,USD/RUB,61.574000000
105650,USD/RUB,61.570000000
105650,USD/RUB,61.573500000
105650,USD/RUB,61.522800000
105650,USD/RUB,61.571600000
105651,USD/RUB,61.573000000
105651,USD/RUB,61.573000000
105652,USD/RUB,61.522800000
105652,USD/RUB,61.522800000
105654,USD/RUB,61.573000000
105654,USD/RUB,61.573000000
105655,USD/RUB,61.572100000
105655,USD/RUB,61.573000000
105655,USD/RUB,61.573000000
105656,USD/RUB,61.572100000
105656,USD/RUB,61.573000000
105656,USD/RUB,61.573000000
105657,USD/RUB,61.563200000
105657,USD/RUB,61.522800000
105657,USD/RUB,61.522800000
105657,USD/RUB,61.573000000
105658,USD/RUB,61.573000000
105658,USD/RUB,61.570000000
105659,USD/RUB,61.572600000
105659,USD/RUB,61.522400000
105659,USD/RUB,61.572600000
105700,USD/RUB,61.573800000
105700,USD/RUB,61.523600000
105700,USD/RUB,61.573800000
105701,USD/RUB,61.574400000
105701,USD/RUB,61.524100000
105701,USD/RUB,61.574000000
105702,USD/RUB,61.525000000
105702,USD/RUB,61.523100000
105702,USD/RUB,61.573800000
105702,USD/RUB,61.572400000
105702,USD/RUB,61.574100000
105702,USD/RUB,61.523100000
105702,USD/RUB,61.574600000
105702,USD/RUB,61.553900000
105703,USD/RUB,61.572900000
105703,USD/RUB,61.523800000
105703,USD/RUB,61.574100000
105703,USD/RUB,61.574100000
105704,USD/RUB,61.573800000
