<TIME>,USD/RUB,<LAST>
003619,USD/RUB,61.552400000
003622,USD/RUB,61.532500000
003622,USD/RUB,61.555000000
003622,USD/RUB,61.551600000
003634,USD/RUB,61.551300000
003635,USD/RUB,61.555000000
003642,USD/RUB,61.555000000
003653,USD/RUB,61.536000000
003657,USD/RUB,61.570000000
003702,USD/RUB,61.555000000
003708,USD/RUB,61.535000000
003710,USD/RUB,61.570000000
003722,USD/RUB,61.535000000
003722,USD/RUB,61.555000000
003735,USD/RUB,61.555000000
003742,USD/RUB,61.555000000
003802,USD/RUB,61.555000000
003807,USD/RUB,61.555000000
003822,USD/RUB,61.551200000
003822,USD/RUB,61.555000000
003830,USD/RUB,61.555000000
003840,USD/RUB,61.549000000
003841,USD/RUB,61.537000000
003842,USD/RUB,61.555000000
003842,USD/RUB,61.570000000
003848,USD/RUB,61.555000000
003902,USD/RUB,61.555000000
003902,USD/RUB,61.535000000
003902,USD/RUB,61.555000000
003903,USD/RUB,61.546000000
003903,USD/RUB,61.551100000
003905,USD/RUB,61.570000000
003907,USD/RUB,61.555000000
003908,USD/RUB,61.535000000
003912,USD/RUB,61.555000000
003922,USD/RUB,61.537500000
003922,USD/RUB,61.555000000
003930,USD/RUB,61.555000000
003930,USD/RUB,61.551600000
003935,USD/RUB,61.555000000
003941,USD/RUB,61.550000000
003942,USD/RUB,61.555000000
003942,USD/RUB,61.570000000
004000,USD/RUB,61.569800000
004002,USD/RUB,61.555000000
004022,USD/RUB,61.555000000
004035,USD/RUB,61.553000000
004035,USD/RUB,61.555000000
004035,USD/RUB,61.555000000
004055,USD/RUB,61.555000000
004105,USD/RUB,61.553400000
004115,USD/RUB,61.555000000
004124,USD/RUB,61.537000000
004125,USD/RUB,61.570000000
004135,USD/RUB,61.555000000
004155,USD/RUB,61.555000000
004206,USD/RUB,61.552700000
004206,USD/RUB,61.555000000
004226,USD/RUB,61.555000000
004243,USD/RUB,61.553600000
004243,USD/RUB,61.555000000
004243,USD/RUB,61.552700000
004303,USD/RUB,61.555000000
004311,USD/RUB,61.552800000
004319,USD/RUB,61.555000000
004319,USD/RUB,61.555000000
004319,USD/RUB,61.553600000
004320,USD/RUB,61.552800000
004339,USD/RUB,61.555000000
004353,USD/RUB,61.553500000
004353,USD/RUB,61.555000000
004353,USD/RUB,61.552700000
004409,USD/RUB,61.537500000
004409,USD/RUB,61.552200000
004409,USD/RUB,61.555000000
004413,USD/RUB,61.555000000
004414,USD/RUB,61.552000000
004414,USD/RUB,61.555000000
004414,USD/RUB,61.555000000
004415,USD/RUB,61.537500000
004435,USD/RUB,61.555000000
004455,USD/RUB,61.555000000
004500,USD/RUB,61.568300000
004509,USD/RUB,61.536000000
004510,USD/RUB,61.570000000
004511,USD/RUB,61.551900000
004515,USD/RUB,61.555000000
004517,USD/RUB,61.545000000
004518,USD/RUB,61.570000000
004519,USD/RUB,61.553200000
004519,USD/RUB,61.555000000
004522,USD/RUB,61.552000000
004522,USD/RUB,61.535000000
004522,USD/RUB,61.555000000
004522,USD/RUB,61.555000000
004530,USD/RUB,61.551600000
004530,USD/RUB,61.555000000
004535,USD/RUB,61.555000000
004542,USD/RUB,61.555000000
004602,USD/RUB,61.555000000
004622,USD/RUB,61.555000000
004640,USD/RUB,61.555000000
004640,USD/RUB,61.555000000
004640,USD/RUB,61.551800000
004657,USD/RUB,61.536000000
004700,USD/RUB,61.555000000
004700,USD/RUB,61.570000000
004705,USD/RUB,61.555000000
004705,USD/RUB,61.551600000
004706,USD/RUB,61.549000000
004708,USD/RUB,61.570000000
004708,USD/RUB,61.540000000
004708,USD/RUB,61.554600000
004709,USD/RUB,61.555000000
004714,USD/RUB,61.546000000
004716,USD/RUB,61.570000000
004728,USD/RUB,61.555000000
004740,USD/RUB,61.551000000
004741,USD/RUB,61.570000000
004742,USD/RUB,61.555000000
004742,USD/RUB,61.540000000
004742,USD/RUB,61.555000000
004743,USD/RUB,61.555000000
004747,USD/RUB,61.548000000
004748,USD/RUB,61.570000000
004752,USD/RUB,61.553000000
004753,USD/RUB,61.570000000
004802,USD/RUB,61.555000000
004808,USD/RUB,61.542500000
004822,USD/RUB,61.555000000
004842,USD/RUB,61.555000000
004842,USD/RUB,61.555000000
004859,USD/RUB,61.540000000
004902,USD/RUB,61.555000000
004904,USD/RUB,61.570000000
004921,USD/RUB,61.555000000
004921,USD/RUB,61.555300000
004921,USD/RUB,61.542500000
004921,USD/RUB,61.555100000
004922,USD/RUB,61.555000000
004922,USD/RUB,61.542500000
004937,USD/RUB,61.555000000
004937,USD/RUB,61.554400000
004942,USD/RUB,61.555000000
004943,USD/RUB,61.555000000
004947,USD/RUB,61.557200000
004947,USD/RUB,61.542500000
004947,USD/RUB,61.555300000
004948,USD/RUB,61.544000000
004949,USD/RUB,61.570000000
004949,USD/RUB,61.550000000
004952,USD/RUB,61.554000000
004953,USD/RUB,61.570000000
005000,USD/RUB,61.573100000
005005,USD/RUB,61.551000000
005006,USD/RUB,61.570000000
005007,USD/RUB,61.555000000
005010,USD/RUB,61.555900000
005010,USD/RUB,61.552500000
005010,USD/RUB,61.557500000
005010,USD/RUB,61.557200000
005012,USD/RUB,61.542500000
005031,USD/RUB,61.557500000
005034,USD/RUB,61.542500000
005036,USD/RUB,61.556600000
005036,USD/RUB,61.555000000
005036,USD/RUB,61.554800000
005037,USD/RUB,61.542000000
005038,USD/RUB,61.555000000
005038,USD/RUB,61.570000000
005041,USD/RUB,61.555000000
005043,USD/RUB,61.555000000
005049,USD/RUB,61.542500000
005050,USD/RUB,61.551000000
005051,USD/RUB,61.570000000
005054,USD/RUB,61.554100000
005054,USD/RUB,61.555000000
005055,USD/RUB,61.555000000
005055,USD/RUB,61.544000000
005056,USD/RUB,61.570000000
005108,USD/RUB,61.555000000
005108,USD/RUB,61.540000000
005110,USD/RUB,61.548000000
005111,USD/RUB,61.570000000
005123,USD/RUB,61.548000000
005125,USD/RUB,61.570000000
005128,USD/RUB,61.555000000
005133,USD/RUB,61.555000000
005133,USD/RUB,61.540000000
005133,USD/RUB,61.555700000
005133,USD/RUB,61.555700000
005134,USD/RUB,61.555700000
005134,USD/RUB,61.552000000
005135,USD/RUB,61.570000000
005144,USD/RUB,61.549000000
005146,USD/RUB,61.570000000
005146,USD/RUB,61.555700000
005147,USD/RUB,61.555700000
005151,USD/RUB,61.549000000
005153,USD/RUB,61.570000000
005153,USD/RUB,61.555700000
005213,USD/RUB,61.555700000
005233,USD/RUB,61.555700000
005235,USD/RUB,61.551000000
005236,USD/RUB,61.570000000
005241,USD/RUB,61.548000000
005242,USD/RUB,61.570000000
005246,USD/RUB,61.555000000
005246,USD/RUB,61.555100000
005246,USD/RUB,61.540000000
005246,USD/RUB,61.540000000
005301,USD/RUB,61.555000000
005301,USD/RUB,61.550000000
005301,USD/RUB,61.554300000
005301,USD/RUB,61.549000000
005302,USD/RUB,61.555000000
005302,USD/RUB,61.570000000
005321,USD/RUB,61.555000000
005341,USD/RUB,61.555000000
005354,USD/RUB,61.555600000
005354,USD/RUB,61.552500000
005354,USD/RUB,61.552500000
005355,USD/RUB,61.555600000
005403,USD/RUB,61.552000000
005404,USD/RUB,61.570000000
005414,USD/RUB,61.555600000
005426,USD/RUB,61.555600000
005434,USD/RUB,61.555600000
005437,USD/RUB,61.553000000
005438,USD/RUB,61.570000000
005440,USD/RUB,61.555600000
005444,USD/RUB,61.540000000
005444,USD/RUB,61.555000000
005444,USD/RUB,61.555000000
005446,USD/RUB,61.555000000
005446,USD/RUB,61.555000000
005447,USD/RUB,61.555000000
005447,USD/RUB,61.551000000
005449,USD/RUB,61.555000000
005449,USD/RUB,61.555000000
005450,USD/RUB,61.551000000
005451,USD/RUB,61.555000000
005451,USD/RUB,61.555000000
005451,USD/RUB,61.570000000
005453,USD/RUB,61.555400000
005453,USD/RUB,61.540000000
005453,USD/RUB,61.554700000
005454,USD/RUB,61.555000000
005454,USD/RUB,61.554000000
005455,USD/RUB,61.548000000
005456,USD/RUB,61.555000000
005456,USD/RUB,61.555000000
005456,USD/RUB,61.542000000
005458,USD/RUB,61.555000000
005458,USD/RUB,61.554100000
005458,USD/RUB,61.554100000
005458,USD/RUB,61.570000000
005500,USD/RUB,61.555000000
005500,USD/RUB,61.568600000
005500,USD/RUB,61.540000000
005500,USD/RUB,61.540000000
005501,USD/RUB,61.555000000
005503,USD/RUB,61.555000000
005503,USD/RUB,61.555000000
005503,USD/RUB,61.555400000
005503,USD/RUB,61.554100000
005520,USD/RUB,61.555000000
005520,USD/RUB,61.553700000
005520,USD/RUB,61.553700000
005531,USD/RUB,61.555000000
005540,USD/RUB,61.555000000
005541,USD/RUB,61.551000000
005543,USD/RUB,61.570000000
005552,USD/RUB,61.555000000
005552,USD/RUB,61.546000000
005553,USD/RUB,61.555000000
005553,USD/RUB,61.540000000
005553,USD/RUB,61.555300000
005554,USD/RUB,61.570000000
005605,USD/RUB,61.554000000
005605,USD/RUB,61.540000000
005605,USD/RUB,61.555000000
005606,USD/RUB,61.551000000
005607,USD/RUB,61.570000000
005608,USD/RUB,61.542500000
005622,USD/RUB,61.555000000
005622,USD/RUB,61.553000000
005625,USD/RUB,61.555000000
005626,USD/RUB,61.570000000
005629,USD/RUB,61.550000000
005631,USD/RUB,61.570000000
005645,USD/RUB,61.555000000
005646,USD/RUB,61.555000000
005646,USD/RUB,61.545000000
005656,USD/RUB,61.555000000
005705,USD/RUB,61.555000000
005714,USD/RUB,61.547500000
005715,USD/RUB,61.551000000
005716,USD/RUB,61.570000000
005722,USD/RUB,61.545000000
005722,USD/RUB,61.550000000
005722,USD/RUB,61.556900000
005742,USD/RUB,61.555500000
005753,USD/RUB,61.551000000
005755,USD/RUB,61.570000000
005756,USD/RUB,61.555500000
005802,USD/RUB,61.555500000
005817,USD/RUB,61.557000000
005817,USD/RUB,61.542500000
005817,USD/RUB,61.553600000
005818,USD/RUB,61.555000000
005821,USD/RUB,61.555000000
005821,USD/RUB,61.555300000
005821,USD/RUB,61.551000000
005822,USD/RUB,61.570000000
005831,USD/RUB,61.542500000
005831,USD/RUB,61.555100000
005832,USD/RUB,61.542500000
005832,USD/RUB,61.557000000
005832,USD/RUB,61.554200000
005833,USD/RUB,61.555000000
005834,USD/RUB,61.542500000
005834,USD/RUB,61.556200000
005834,USD/RUB,61.555800000
005838,USD/RUB,61.550000000
005839,USD/RUB,61.551000000
005841,USD/RUB,61.570000000
005854,USD/RUB,61.555800000
005905,USD/RUB,61.557500000
005905,USD/RUB,61.542500000
005905,USD/RUB,61.554100000
005906,USD/RUB,61.555000000
005906,USD/RUB,61.551000000
005907,USD/RUB,61.557300000
005907,USD/RUB,61.557700000
005907,USD/RUB,61.570000000
005909,USD/RUB,61.556700000
005909,USD/RUB,61.554300000
005911,USD/RUB,61.556300000
005911,USD/RUB,61.557100000
005911,USD/RUB,61.557100000
005931,USD/RUB,61.556300000
005932,USD/RUB,61.556300000
005932,USD/RUB,61.556300000
005932,USD/RUB,61.553000000
005933,USD/RUB,61.570000000
005951,USD/RUB,61.556300000
005951,USD/RUB,61.556300000
010000,USD/RUB,61.571200000
010002,USD/RUB,61.552500000
010004,USD/RUB,61.553000000
010005,USD/RUB,61.570000000
010005,USD/RUB,61.542500000
010005,USD/RUB,61.555200000
010006,USD/RUB,61.551000000
010007,USD/RUB,61.570000000
010007,USD/RUB,61.552500000
010007,USD/RUB,61.555600000
010008,USD/RUB,61.555500000
010009,USD/RUB,61.554000000
010009,USD/RUB,61.542500000
010009,USD/RUB,61.555800000
010009,USD/RUB,61.555000000
010011,USD/RUB,61.570000000
010023,USD/RUB,61.542500000
010023,USD/RUB,61.555800000
010023,USD/RUB,61.542500000
010024,USD/RUB,61.555800000
010029,USD/RUB,61.555800000
010030,USD/RUB,61.555800000
010033,USD/RUB,61.555800000
010044,USD/RUB,61.555800000
010044,USD/RUB,61.552000000
010045,USD/RUB,61.570000000
010049,USD/RUB,61.555800000
010100,USD/RUB,61.555800000
010108,USD/RUB,61.551000000
010109,USD/RUB,61.555800000
010110,USD/RUB,61.570000000
010123,USD/RUB,61.555800000
010129,USD/RUB,61.555800000
010149,USD/RUB,61.555800000
010154,USD/RUB,61.555800000
010154,USD/RUB,61.555800000
010200,USD/RUB,61.555800000
010200,USD/RUB,61.542500000
010200,USD/RUB,61.556400000
010201,USD/RUB,61.555800000
010209,USD/RUB,61.542500000
010209,USD/RUB,61.555800000
010210,USD/RUB,61.554000000
010211,USD/RUB,61.570000000
010220,USD/RUB,61.555800000
010223,USD/RUB,61.555000000
010223,USD/RUB,61.555800000
010241,USD/RUB,61.555800000
010300,USD/RUB,61.555800000
010300,USD/RUB,61.557300000
010300,USD/RUB,61.557100000
010301,USD/RUB,61.557300000
010320,USD/RUB,61.557300000
010340,USD/RUB,61.542500000
010340,USD/RUB,61.556000000
010340,USD/RUB,61.555700000
010341,USD/RUB,61.556000000
010349,USD/RUB,61.552000000
010351,USD/RUB,61.570000000
010400,USD/RUB,61.556000000
010420,USD/RUB,61.556000000
010438,USD/RUB,61.556000000
010440,USD/RUB,61.556000000
010441,USD/RUB,61.556000000
010448,USD/RUB,61.540000000
010500,USD/RUB,61.569900000
010500,USD/RUB,61.556000000
010520,USD/RUB,61.556000000
010532,USD/RUB,61.552500000
010540,USD/RUB,61.556000000
010541,USD/RUB,61.556000000
010600,USD/RUB,61.556000000
010620,USD/RUB,61.556000000
010640,USD/RUB,61.542500000
010640,USD/RUB,61.556000000
010641,USD/RUB,61.556000000
010648,USD/RUB,61.540000000
010649,USD/RUB,61.551000000
010651,USD/RUB,61.570000000
010700,USD/RUB,61.556000000
010720,USD/RUB,61.556000000
010740,USD/RUB,61.553900000
010740,USD/RUB,61.555000000
010742,USD/RUB,61.555000000
010748,USD/RUB,61.537500000
010749,USD/RUB,61.550000000
010751,USD/RUB,61.570000000
010802,USD/RUB,61.555000000
010822,USD/RUB,61.555000000
010841,USD/RUB,61.555000000
010842,USD/RUB,61.555000000
010844,USD/RUB,61.555000000
010845,USD/RUB,61.549000000
010846,USD/RUB,61.570000000
010901,USD/RUB,61.547000000
010901,USD/RUB,61.555000000
010901,USD/RUB,61.555000000
010902,USD/RUB,61.555000000
010903,USD/RUB,61.570000000
010921,USD/RUB,61.555000000
010921,USD/RUB,61.547000000
010923,USD/RUB,61.570000000
010927,USD/RUB,61.542000000
010930,USD/RUB,61.570000000
010941,USD/RUB,61.555000000
010945,USD/RUB,61.555000000
010948,USD/RUB,61.507500000
011000,USD/RUB,61.566100000
011001,USD/RUB,61.555000000
011001,USD/RUB,61.555000000
011002,USD/RUB,61.548000000
011003,USD/RUB,61.570000000
011021,USD/RUB,61.555000000
011041,USD/RUB,61.555000000
011101,USD/RUB,61.555000000
011101,USD/RUB,61.547000000
011102,USD/RUB,61.545000000
011103,USD/RUB,61.570000000
011105,USD/RUB,61.507500000
011105,USD/RUB,61.555000000
011105,USD/RUB,61.550000000
011116,USD/RUB,61.551000000
011118,USD/RUB,61.570000000
011125,USD/RUB,61.555000000
011145,USD/RUB,61.555000000
011201,USD/RUB,61.555000000
011201,USD/RUB,61.551600000
011205,USD/RUB,61.545000000
011207,USD/RUB,61.544000000
011208,USD/RUB,61.570000000
011211,USD/RUB,61.545000000
011213,USD/RUB,61.547500000
011215,USD/RUB,61.546000000
011219,USD/RUB,61.570000000
011221,USD/RUB,61.555000000
011241,USD/RUB,61.555000000
011301,USD/RUB,61.555000000
011301,USD/RUB,61.555000000
011321,USD/RUB,61.555000000
011324,USD/RUB,61.555000000
011325,USD/RUB,61.550500000
011325,USD/RUB,61.555000000
011327,USD/RUB,61.547000000
011328,USD/RUB,61.570000000
011332,USD/RUB,61.547000000
011333,USD/RUB,61.555000000
011334,USD/RUB,61.555000000
011335,USD/RUB,61.570000000
011345,USD/RUB,61.555000000
011359,USD/RUB,61.555000000
011400,USD/RUB,61.555000000
011405,USD/RUB,61.555000000
011424,USD/RUB,61.555000000
011425,USD/RUB,61.555000000
011444,USD/RUB,61.552500000
011445,USD/RUB,61.552500000
011447,USD/RUB,61.542000000
011448,USD/RUB,61.570000000
011448,USD/RUB,61.552500000
011449,USD/RUB,61.552500000
011500,USD/RUB,61.564400000
011500,USD/RUB,61.552500000
011501,USD/RUB,61.544000000
011501,USD/RUB,61.552500000
011503,USD/RUB,61.570000000
011505,USD/RUB,61.552500000
011509,USD/RUB,61.552500000
011510,USD/RUB,61.552500000
011514,USD/RUB,61.555000000
011524,USD/RUB,61.555000000
011525,USD/RUB,61.555000000
011545,USD/RUB,61.555000000
011546,USD/RUB,61.550000000
011546,USD/RUB,61.555000000
011547,USD/RUB,61.547000000
011548,USD/RUB,61.570000000
011605,USD/RUB,61.555000000
011624,USD/RUB,61.555000000
011625,USD/RUB,61.555000000
011645,USD/RUB,61.555000000
011646,USD/RUB,61.555000000
011705,USD/RUB,61.555000000
011721,USD/RUB,61.555000000
011724,USD/RUB,61.555000000
011725,USD/RUB,61.555000000
011738,USD/RUB,61.555000000
011745,USD/RUB,61.555000000
011805,USD/RUB,61.555000000
011822,USD/RUB,61.547000000
011823,USD/RUB,61.570000000
011825,USD/RUB,61.555000000
011831,USD/RUB,61.555000000
011831,USD/RUB,61.547000000
011832,USD/RUB,61.570000000
011845,USD/RUB,61.555000000
011852,USD/RUB,61.548800000
011852,USD/RUB,61.555000000
011853,USD/RUB,61.555000000
011912,USD/RUB,61.555000000
011932,USD/RUB,61.555000000
011943,USD/RUB,61.546000000
011945,USD/RUB,61.570000000
011952,USD/RUB,61.555000000
012000,USD/RUB,61.561500000
012001,USD/RUB,61.555000000
012001,USD/RUB,61.546000000
012002,USD/RUB,61.570000000
012015,USD/RUB,61.522500000
012015,USD/RUB,61.555000000
012021,USD/RUB,61.555000000
012041,USD/RUB,61.555000000
012052,USD/RUB,61.555000000
012052,USD/RUB,61.547600000
012053,USD/RUB,61.555000000
012059,USD/RUB,61.546000000
012100,USD/RUB,61.570000000
012112,USD/RUB,61.555000000
012132,USD/RUB,61.555000000
012152,USD/RUB,61.555000000
012212,USD/RUB,61.555000000
012213,USD/RUB,61.555000000
012214,USD/RUB,61.555000000
012232,USD/RUB,61.555000000
012242,USD/RUB,61.555000000
012244,USD/RUB,61.555000000
012244,USD/RUB,61.542000000
012245,USD/RUB,61.570000000
012247,USD/RUB,61.555000000
012248,USD/RUB,61.555000000
012249,USD/RUB,61.569000000
012251,USD/RUB,61.544000000
012252,USD/RUB,61.569000000
012252,USD/RUB,61.555000000
012312,USD/RUB,61.555000000
012316,USD/RUB,61.569400000
012332,USD/RUB,61.555000000
012352,USD/RUB,61.555000000
012354,USD/RUB,61.541000000
012356,USD/RUB,61.569000000
012403,USD/RUB,61.555000000
012412,USD/RUB,61.555000000
012428,USD/RUB,61.555000000
012429,USD/RUB,61.539000000
012429,USD/RUB,61.555000000
012430,USD/RUB,61.569000000
012430,USD/RUB,61.549700000
012450,USD/RUB,61.555000000
012500,USD/RUB,61.560900000
012501,USD/RUB,61.555000000
012502,USD/RUB,61.540000000
012503,USD/RUB,61.569000000
012510,USD/RUB,61.555000000
012516,USD/RUB,61.555000000
012517,USD/RUB,61.522500000
012517,USD/RUB,61.555000000
012521,USD/RUB,61.555000000
012530,USD/RUB,61.555000000
012533,USD/RUB,61.546000000
012534,USD/RUB,61.569000000
012544,USD/RUB,61.550500000
012544,USD/RUB,61.555000000
012604,USD/RUB,61.555000000
012610,USD/RUB,61.555000000
012610,USD/RUB,61.549200000
012611,USD/RUB,61.546000000
012612,USD/RUB,61.544000000
012613,USD/RUB,61.569000000
012630,USD/RUB,61.555000000
012639,USD/RUB,61.546000000
012642,USD/RUB,61.569000000
012650,USD/RUB,61.555000000
012700,USD/RUB,61.542000000
012704,USD/RUB,61.569000000
012710,USD/RUB,61.555000000
012730,USD/RUB,61.555000000
012750,USD/RUB,61.555000000
012750,USD/RUB,61.555000000
012751,USD/RUB,61.546000000
012751,USD/RUB,61.555000000
012752,USD/RUB,61.569000000
012810,USD/RUB,61.555000000
012823,USD/RUB,61.555000000
012830,USD/RUB,61.555000000
012850,USD/RUB,61.555000000
012851,USD/RUB,61.539000000
012852,USD/RUB,61.569000000
012910,USD/RUB,61.555000000
012929,USD/RUB,61.550000000
012930,USD/RUB,61.550000000
012935,USD/RUB,61.546000000
012935,USD/RUB,61.550000000
012936,USD/RUB,61.527500000
012939,USD/RUB,61.569000000
012940,USD/RUB,61.527500000
012940,USD/RUB,61.527500000
012941,USD/RUB,61.546000000
012945,USD/RUB,61.569000000
012950,USD/RUB,61.550000000
012954,USD/RUB,61.550000000
012955,USD/RUB,61.550000000
013000,USD/RUB,61.561700000
013010,USD/RUB,61.550000000
013011,USD/RUB,61.550000000
013029,USD/RUB,61.553300000
013030,USD/RUB,61.539000000
013031,USD/RUB,61.553300000
013031,USD/RUB,61.555000000
013032,USD/RUB,61.569000000
013037,USD/RUB,61.555000000
013037,USD/RUB,61.546000000
013038,USD/RUB,61.569000000
013041,USD/RUB,61.555000000
013041,USD/RUB,61.555000000
013042,USD/RUB,61.555000000
013042,USD/RUB,61.555000000
013042,USD/RUB,61.547000000
013043,USD/RUB,61.555000000
013043,USD/RUB,61.550000000
013044,USD/RUB,61.555000000
013044,USD/RUB,61.569000000
013045,USD/RUB,61.555000000
013045,USD/RUB,61.572000000
013050,USD/RUB,61.555000000
013051,USD/RUB,61.555000000
013051,USD/RUB,61.551000000
013052,USD/RUB,61.572000000
013101,USD/RUB,61.572400000
013102,USD/RUB,61.555000000
013113,USD/RUB,61.547000000
013113,USD/RUB,61.555000000
013115,USD/RUB,61.572000000
013117,USD/RUB,61.550800000
013117,USD/RUB,61.555000000
013117,USD/RUB,61.551500000
013118,USD/RUB,61.546000000
013120,USD/RUB,61.572000000
013130,USD/RUB,61.555000000
013131,USD/RUB,61.555000000
013131,USD/RUB,61.555000000
013131,USD/RUB,61.539000000
013132,USD/RUB,61.555000000
013133,USD/RUB,61.572000000
013134,USD/RUB,61.543000000
013135,USD/RUB,61.572000000
013142,USD/RUB,61.555000000
013142,USD/RUB,61.543000000
013144,USD/RUB,61.572000000
013147,USD/RUB,61.555000000
013151,USD/RUB,61.555000000
013210,USD/RUB,61.555000000
013211,USD/RUB,61.555000000
013225,USD/RUB,61.543000000
013226,USD/RUB,61.555000000
013226,USD/RUB,61.545000000
013227,USD/RUB,61.572000000
013229,USD/RUB,61.555000000
013229,USD/RUB,61.549400000
013230,USD/RUB,61.546000000
013231,USD/RUB,61.572000000
013249,USD/RUB,61.555000000
013309,USD/RUB,61.555000000
013329,USD/RUB,61.550400000
013329,USD/RUB,61.555000000
013349,USD/RUB,61.555000000
013356,USD/RUB,61.555000000
013357,USD/RUB,61.546000000
013358,USD/RUB,61.572000000
013409,USD/RUB,61.555000000
013411,USD/RUB,61.568000000
013429,USD/RUB,61.555000000
013429,USD/RUB,61.549000000
013438,USD/RUB,61.568300000
013443,USD/RUB,61.546000000
013444,USD/RUB,61.555000000
013445,USD/RUB,61.568000000
013449,USD/RUB,61.555000000
013457,USD/RUB,61.544000000
013458,USD/RUB,61.568000000
013500,USD/RUB,61.566900000
013509,USD/RUB,61.555000000
013529,USD/RUB,61.555000000
013531,USD/RUB,61.541000000
013532,USD/RUB,61.568000000
013533,USD/RUB,61.555000000
013533,USD/RUB,61.555000000
013549,USD/RUB,61.555000000
013552,USD/RUB,61.556100000
013552,USD/RUB,61.550200000
013553,USD/RUB,61.537300000
013553,USD/RUB,61.556100000
013600,USD/RUB,61.543000000
013601,USD/RUB,61.568000000
