<TIME>,EUR/RUB,<LAST>
003400,EUR/RUB,68.243000000
003402,EUR/RUB,68.243000000
003405,EUR/RUB,68.243000000
003406,EUR/RUB,68.242000000
003407,EUR/RUB,68.243000000
003409,EUR/RUB,68.243000000
003409,EUR/RUB,68.243000000
003410,EUR/RUB,68.243000000
003411,EUR/RUB,68.241000000
003414,EUR/RUB,68.241000000
003414,EUR/RUB,68.240000000
003415,EUR/RUB,68.268000000
003417,EUR/RUB,68.304300000
003417,EUR/RUB,68.241000000
003418,EUR/RUB,68.239000000
003419,EUR/RUB,68.241000000
003421,EUR/RUB,68.242000000
003422,EUR/RUB,68.240000000
003423,EUR/RUB,68.239000000
003427,EUR/RUB,68.239000000
003428,EUR/RUB,68.237000000
003429,EUR/RUB,68.237000000
003431,EUR/RUB,68.237000000
003432,EUR/RUB,68.237000000
003433,EUR/RUB,68.238000000
003434,EUR/RUB,68.238000000
003435,EUR/RUB,68.238000000
003437,EUR/RUB,68.237000000
003438,EUR/RUB,68.237000000
003439,EUR/RUB,68.236000000
003441,EUR/RUB,68.236000000
003442,EUR/RUB,68.236000000
003443,EUR/RUB,68.235000000
003444,EUR/RUB,68.235000000
003445,EUR/RUB,68.236000000
003445,EUR/RUB,68.261000000
003446,EUR/RUB,68.237000000
003448,EUR/RUB,68.295100000
003449,EUR/RUB,68.238000000
003450,EUR/RUB,68.237000000
003451,EUR/RUB,68.238000000
003452,EUR/RUB,68.238000000
003454,EUR/RUB,68.238000000
003459,EUR/RUB,68.237000000
003500,EUR/RUB,68.310000000
003500,EUR/RUB,68.238000000
003505,EUR/RUB,68.237000000
003506,EUR/RUB,68.237000000
003507,EUR/RUB,68.236000000
003508,EUR/RUB,68.236000000
003511,EUR/RUB,68.237000000
003515,EUR/RUB,68.258000000
003519,EUR/RUB,68.295700000
003523,EUR/RUB,68.237000000
003523,EUR/RUB,68.237000000
003524,EUR/RUB,68.237000000
003525,EUR/RUB,68.237000000
003525,EUR/RUB,68.238000000
003526,EUR/RUB,68.237000000
003530,EUR/RUB,68.237000000
003531,EUR/RUB,68.237000000
003532,EUR/RUB,68.237000000
003534,EUR/RUB,68.238000000
003535,EUR/RUB,68.238000000
003537,EUR/RUB,68.238000000
003537,EUR/RUB,68.237000000
003538,EUR/RUB,68.237000000
003539,EUR/RUB,68.237000000
003540,EUR/RUB,68.239000000
003546,EUR/RUB,68.262000000
003546,EUR/RUB,68.239000000
003547,EUR/RUB,68.239000000
003550,EUR/RUB,68.298800000
003550,EUR/RUB,68.239000000
003556,EUR/RUB,68.239000000
003557,EUR/RUB,68.240000000
003604,EUR/RUB,68.240000000
003605,EUR/RUB,68.239000000
003606,EUR/RUB,68.240000000
003607,EUR/RUB,68.240000000
003609,EUR/RUB,68.240000000
003612,EUR/RUB,68.240000000
003613,EUR/RUB,68.240000000
003613,EUR/RUB,68.243000000
003615,EUR/RUB,68.243000000
003616,EUR/RUB,68.266000000
003616,EUR/RUB,68.242000000
003617,EUR/RUB,68.243000000
003618,EUR/RUB,68.243000000
003619,EUR/RUB,68.243000000
003620,EUR/RUB,68.243000000
003621,EUR/RUB,68.303100000
003622,EUR/RUB,68.243000000
003624,EUR/RUB,68.242000000
003625,EUR/RUB,68.243000000
003629,EUR/RUB,68.243000000
003630,EUR/RUB,68.243000000
003631,EUR/RUB,68.243000000
003632,EUR/RUB,68.243000000
003633,EUR/RUB,68.243000000
003633,EUR/RUB,68.243000000
003634,EUR/RUB,68.239000000
003635,EUR/RUB,68.239000000
003642,EUR/RUB,68.238000000
003646,EUR/RUB,68.263000000
003652,EUR/RUB,68.298800000
003700,EUR/RUB,68.239000000
003701,EUR/RUB,68.239000000
003707,EUR/RUB,68.239000000
003720,EUR/RUB,68.238000000
003721,EUR/RUB,68.238000000
003723,EUR/RUB,68.299400000
003730,EUR/RUB,68.239000000
003735,EUR/RUB,68.239000000
003744,EUR/RUB,68.239000000
003745,EUR/RUB,68.239000000
003746,EUR/RUB,68.240000000
003747,EUR/RUB,68.239000000
003748,EUR/RUB,68.239000000
003750,EUR/RUB,68.239000000
003754,EUR/RUB,68.298800000
003755,EUR/RUB,68.239000000
003756,EUR/RUB,68.238000000
003757,EUR/RUB,68.261000000
003758,EUR/RUB,68.237000000
003803,EUR/RUB,68.238000000
003804,EUR/RUB,68.239000000
003807,EUR/RUB,68.239000000
003808,EUR/RUB,68.239000000
003809,EUR/RUB,68.240000000
003812,EUR/RUB,68.240000000
003820,EUR/RUB,68.240000000
003821,EUR/RUB,68.240000000
003825,EUR/RUB,68.300600000
003827,EUR/RUB,68.263000000
003830,EUR/RUB,68.240000000
003834,EUR/RUB,68.240000000
003838,EUR/RUB,68.239000000
003839,EUR/RUB,68.240000000
003840,EUR/RUB,68.240000000
003844,EUR/RUB,68.240000000
003845,EUR/RUB,68.240000000
003846,EUR/RUB,68.239000000
003847,EUR/RUB,68.240000000
003848,EUR/RUB,68.241000000
003850,EUR/RUB,68.240000000
003851,EUR/RUB,68.241000000
003852,EUR/RUB,68.240000000
003853,EUR/RUB,68.241000000
003854,EUR/RUB,68.242000000
003856,EUR/RUB,68.241000000
003856,EUR/RUB,68.298800000
003857,EUR/RUB,68.242000000
003858,EUR/RUB,68.240000000
003859,EUR/RUB,68.261000000
003859,EUR/RUB,68.240000000
003901,EUR/RUB,68.241000000
003902,EUR/RUB,68.242000000
003906,EUR/RUB,68.241000000
003907,EUR/RUB,68.240000000
003908,EUR/RUB,68.241000000
003909,EUR/RUB,68.240000000
003910,EUR/RUB,68.240000000
003912,EUR/RUB,68.239000000
003913,EUR/RUB,68.241000000
003916,EUR/RUB,68.241000000
003917,EUR/RUB,68.241000000
003924,EUR/RUB,68.240000000
003925,EUR/RUB,68.241000000
003926,EUR/RUB,68.241000000
003927,EUR/RUB,68.298800000
003927,EUR/RUB,68.239000000
003929,EUR/RUB,68.260000000
003930,EUR/RUB,68.239000000
003933,EUR/RUB,68.239000000
003934,EUR/RUB,68.238000000
003936,EUR/RUB,68.239000000
003939,EUR/RUB,68.239000000
003940,EUR/RUB,68.239000000
003958,EUR/RUB,68.295700000
004000,EUR/RUB,68.330000000
004004,EUR/RUB,68.239000000
004005,EUR/RUB,68.239000000
004006,EUR/RUB,68.241000000
004007,EUR/RUB,68.242000000
004008,EUR/RUB,68.242000000
004013,EUR/RUB,68.242000000
004016,EUR/RUB,68.241000000
004017,EUR/RUB,68.242000000
004018,EUR/RUB,68.263000000
004018,EUR/RUB,68.242000000
004024,EUR/RUB,68.242000000
004028,EUR/RUB,68.241000000
004029,EUR/RUB,68.298100000
004029,EUR/RUB,68.242000000
004035,EUR/RUB,68.241000000
004037,EUR/RUB,68.240000000
004038,EUR/RUB,68.238000000
004040,EUR/RUB,68.238000000
004041,EUR/RUB,68.239000000
004044,EUR/RUB,68.238000000
004047,EUR/RUB,68.260000000
004047,EUR/RUB,68.239000000
004048,EUR/RUB,68.239000000
004049,EUR/RUB,68.238000000
004054,EUR/RUB,68.238000000
004055,EUR/RUB,68.239000000
004058,EUR/RUB,68.239000000
004059,EUR/RUB,68.238000000
004100,EUR/RUB,68.295100000
004101,EUR/RUB,68.238000000
004102,EUR/RUB,68.238000000
004103,EUR/RUB,68.238000000
004104,EUR/RUB,68.238000000
004111,EUR/RUB,68.238000000
004112,EUR/RUB,68.238000000
004114,EUR/RUB,68.238000000
004115,EUR/RUB,68.237000000
004116,EUR/RUB,68.238000000
004117,EUR/RUB,68.238000000
004118,EUR/RUB,68.240000000
004119,EUR/RUB,68.240000000
004120,EUR/RUB,68.263000000
004121,EUR/RUB,68.239000000
004122,EUR/RUB,68.239000000
004131,EUR/RUB,68.297500000
004131,EUR/RUB,68.238000000
004132,EUR/RUB,68.240000000
004134,EUR/RUB,68.240000000
004136,EUR/RUB,68.241000000
004137,EUR/RUB,68.241000000
004139,EUR/RUB,68.240000000
004141,EUR/RUB,68.241000000
004142,EUR/RUB,68.242000000
004143,EUR/RUB,68.242000000
004144,EUR/RUB,68.242000000
004145,EUR/RUB,68.241000000
004146,EUR/RUB,68.241000000
004147,EUR/RUB,68.241000000
004148,EUR/RUB,68.241000000
004149,EUR/RUB,68.242000000
004150,EUR/RUB,68.241000000
004151,EUR/RUB,68.241000000
004153,EUR/RUB,68.242000000
004202,EUR/RUB,68.298800000
004216,EUR/RUB,68.241000000
004217,EUR/RUB,68.240000000
004219,EUR/RUB,68.240000000
004219,EUR/RUB,68.240000000
004220,EUR/RUB,68.261000000
004220,EUR/RUB,68.242000000
004222,EUR/RUB,68.242000000
004222,EUR/RUB,68.242000000
004223,EUR/RUB,68.242000000
004233,EUR/RUB,68.241000000
004233,EUR/RUB,68.298800000
004234,EUR/RUB,68.242000000
004235,EUR/RUB,68.242000000
004237,EUR/RUB,68.242000000
004240,EUR/RUB,68.242000000
004241,EUR/RUB,68.242000000
004243,EUR/RUB,68.242000000
004244,EUR/RUB,68.241000000
004247,EUR/RUB,68.242000000
004248,EUR/RUB,68.241000000
004250,EUR/RUB,68.263000000
004252,EUR/RUB,68.242000000
004253,EUR/RUB,68.241000000
004257,EUR/RUB,68.242000000
004258,EUR/RUB,68.241000000
004301,EUR/RUB,68.241000000
004302,EUR/RUB,68.240000000
004304,EUR/RUB,68.298100000
004305,EUR/RUB,68.241000000
004306,EUR/RUB,68.241000000
004309,EUR/RUB,68.242000000
004310,EUR/RUB,68.242000000
004312,EUR/RUB,68.242000000
004313,EUR/RUB,68.242000000
004314,EUR/RUB,68.242000000
004316,EUR/RUB,68.242000000
004317,EUR/RUB,68.241000000
004322,EUR/RUB,68.242000000
004335,EUR/RUB,68.298800000
004344,EUR/RUB,68.241000000
004345,EUR/RUB,68.242000000
004357,EUR/RUB,68.241000000
004406,EUR/RUB,68.298800000
004407,EUR/RUB,68.241000000
004412,EUR/RUB,68.242000000
004413,EUR/RUB,68.241000000
004414,EUR/RUB,68.242000000
004415,EUR/RUB,68.242000000
004416,EUR/RUB,68.242000000
004417,EUR/RUB,68.242000000
004418,EUR/RUB,68.241000000
004419,EUR/RUB,68.241000000
004420,EUR/RUB,68.241000000
004421,EUR/RUB,68.241000000
004422,EUR/RUB,68.241000000
004423,EUR/RUB,68.241000000
004424,EUR/RUB,68.241000000
004425,EUR/RUB,68.241000000
004428,EUR/RUB,68.241000000
004429,EUR/RUB,68.242000000
004431,EUR/RUB,68.241000000
004435,EUR/RUB,68.241000000
004436,EUR/RUB,68.241000000
004447,EUR/RUB,68.242000000
004453,EUR/RUB,68.241000000
004454,EUR/RUB,68.242000000
004500,EUR/RUB,68.314000000
004501,EUR/RUB,68.242000000
004502,EUR/RUB,68.299400000
004502,EUR/RUB,68.242000000
004504,EUR/RUB,68.243000000
004505,EUR/RUB,68.244000000
004506,EUR/RUB,68.244000000
004507,EUR/RUB,68.264000000
004508,EUR/RUB,68.244000000
004509,EUR/RUB,68.243000000
004509,EUR/RUB,68.297000000
004510,EUR/RUB,68.243000000
004515,EUR/RUB,68.244000000
004516,EUR/RUB,68.243000000
004517,EUR/RUB,68.243000000
004521,EUR/RUB,68.244000000
004522,EUR/RUB,68.243000000
004523,EUR/RUB,68.242000000
004524,EUR/RUB,68.242000000
004525,EUR/RUB,68.243000000
004527,EUR/RUB,68.243000000
004529,EUR/RUB,68.243000000
004530,EUR/RUB,68.243000000
004533,EUR/RUB,68.300600000
004534,EUR/RUB,68.242000000
004535,EUR/RUB,68.241000000
004537,EUR/RUB,68.243000000
004540,EUR/RUB,68.242000000
004541,EUR/RUB,68.242000000
004549,EUR/RUB,68.242000000
004552,EUR/RUB,68.241000000
004600,EUR/RUB,68.242000000
004601,EUR/RUB,68.241000000
004602,EUR/RUB,68.242000000
004603,EUR/RUB,68.241000000
004604,EUR/RUB,68.241000000
004606,EUR/RUB,68.241000000
004607,EUR/RUB,68.241000000
004608,EUR/RUB,68.241000000
004609,EUR/RUB,68.241000000
004613,EUR/RUB,68.241000000
004614,EUR/RUB,68.241000000
004631,EUR/RUB,68.241000000
004633,EUR/RUB,68.240000000
004633,EUR/RUB,68.299400000
004638,EUR/RUB,68.240000000
004639,EUR/RUB,68.240000000
004643,EUR/RUB,68.240000000
004644,EUR/RUB,68.240000000
004647,EUR/RUB,68.263000000
004650,EUR/RUB,68.240000000
004652,EUR/RUB,68.240000000
004653,EUR/RUB,68.240000000
004654,EUR/RUB,68.240000000
004700,EUR/RUB,68.239000000
004702,EUR/RUB,68.240000000
004704,EUR/RUB,68.299400000
004708,EUR/RUB,68.240000000
004709,EUR/RUB,68.242000000
004710,EUR/RUB,68.243000000
004711,EUR/RUB,68.243000000
004715,EUR/RUB,68.243000000
004716,EUR/RUB,68.243000000
004721,EUR/RUB,68.243000000
004722,EUR/RUB,68.243000000
004726,EUR/RUB,68.243000000
004727,EUR/RUB,68.243000000
004728,EUR/RUB,68.243000000
004730,EUR/RUB,68.243000000
004731,EUR/RUB,68.243000000
004733,EUR/RUB,68.243000000
004733,EUR/RUB,68.243000000
004734,EUR/RUB,68.243000000
004735,EUR/RUB,68.299400000
004736,EUR/RUB,68.243000000
004739,EUR/RUB,68.242000000
004741,EUR/RUB,68.241000000
004742,EUR/RUB,68.242000000
004742,EUR/RUB,68.261000000
004744,EUR/RUB,68.242000000
004744,EUR/RUB,68.242000000
004745,EUR/RUB,68.242000000
004747,EUR/RUB,68.242000000
004748,EUR/RUB,68.242000000
004750,EUR/RUB,68.243000000
004752,EUR/RUB,68.241000000
004752,EUR/RUB,68.242000000
004757,EUR/RUB,68.242000000
004759,EUR/RUB,68.242000000
004806,EUR/RUB,68.297500000
004831,EUR/RUB,68.243000000
004833,EUR/RUB,68.242000000
004834,EUR/RUB,68.242000000
004837,EUR/RUB,68.297500000
004839,EUR/RUB,68.242000000
004842,EUR/RUB,68.242000000
004849,EUR/RUB,68.242000000
004859,EUR/RUB,68.242000000
004900,EUR/RUB,68.242000000
004902,EUR/RUB,68.241000000
004908,EUR/RUB,68.296900000
004921,EUR/RUB,68.241000000
004922,EUR/RUB,68.241000000
004927,EUR/RUB,68.241000000
004929,EUR/RUB,68.241000000
004934,EUR/RUB,68.241000000
004935,EUR/RUB,68.239000000
004935,EUR/RUB,68.258000000
004936,EUR/RUB,68.239000000
004937,EUR/RUB,68.238000000
004939,EUR/RUB,68.294500000
004941,EUR/RUB,68.239000000
004942,EUR/RUB,68.239000000
004943,EUR/RUB,68.240000000
004947,EUR/RUB,68.240000000
004948,EUR/RUB,68.241000000
004952,EUR/RUB,68.241000000
004954,EUR/RUB,68.242000000
004956,EUR/RUB,68.242000000
005000,EUR/RUB,68.328000000
005000,EUR/RUB,68.242000000
005004,EUR/RUB,68.242000000
005010,EUR/RUB,68.294500000
005037,EUR/RUB,68.242000000
005038,EUR/RUB,68.242000000
005039,EUR/RUB,68.244000000
005040,EUR/RUB,68.260000000
005041,EUR/RUB,68.296900000
005041,EUR/RUB,68.243000000
005043,EUR/RUB,68.243000000
005044,EUR/RUB,68.242000000
005045,EUR/RUB,68.243000000
005047,EUR/RUB,68.243000000
005048,EUR/RUB,68.243000000
005052,EUR/RUB,68.242000000
005053,EUR/RUB,68.243000000
005054,EUR/RUB,68.241000000
005058,EUR/RUB,68.241000000
005059,EUR/RUB,68.240000000
005100,EUR/RUB,68.241000000
005111,EUR/RUB,68.240000000
005112,EUR/RUB,68.296100000
005122,EUR/RUB,68.240000000
005126,EUR/RUB,68.240000000
005127,EUR/RUB,68.240000000
005133,EUR/RUB,68.241000000
005134,EUR/RUB,68.242000000
005140,EUR/RUB,68.241000000
005141,EUR/RUB,68.242000000
005142,EUR/RUB,68.241000000
005143,EUR/RUB,68.295700000
005143,EUR/RUB,68.242000000
005146,EUR/RUB,68.241000000
005147,EUR/RUB,68.240000000
005150,EUR/RUB,68.240000000
005151,EUR/RUB,68.239000000
005152,EUR/RUB,68.239000000
005153,EUR/RUB,68.258000000
005155,EUR/RUB,68.239000000
005156,EUR/RUB,68.239000000
005201,EUR/RUB,68.240000000
005202,EUR/RUB,68.240000000
005203,EUR/RUB,68.240000000
005204,EUR/RUB,68.240000000
005207,EUR/RUB,68.240000000
005208,EUR/RUB,68.239000000
005210,EUR/RUB,68.239000000
005213,EUR/RUB,68.239000000
005214,EUR/RUB,68.295700000
005220,EUR/RUB,68.239000000
005220,EUR/RUB,68.239000000
005221,EUR/RUB,68.239000000
005222,EUR/RUB,68.239000000
005223,EUR/RUB,68.260000000
005225,EUR/RUB,68.239000000
005226,EUR/RUB,68.239000000
005230,EUR/RUB,68.240000000
005234,EUR/RUB,68.240000000
005235,EUR/RUB,68.241000000
005236,EUR/RUB,68.240000000
005237,EUR/RUB,68.240000000
005238,EUR/RUB,68.240000000
005240,EUR/RUB,68.240000000
005241,EUR/RUB,68.240000000
005242,EUR/RUB,68.240000000
005245,EUR/RUB,68.295500000
005246,EUR/RUB,68.241000000
005251,EUR/RUB,68.241000000
005252,EUR/RUB,68.241000000
005253,EUR/RUB,68.241000000
005254,EUR/RUB,68.241000000
005255,EUR/RUB,68.242000000
005256,EUR/RUB,68.241000000
005259,EUR/RUB,68.241000000
005301,EUR/RUB,68.239000000
005305,EUR/RUB,68.239000000
005307,EUR/RUB,68.239000000
005309,EUR/RUB,68.239000000
005309,EUR/RUB,68.239000000
005316,EUR/RUB,68.296400000
005322,EUR/RUB,68.239000000
005323,EUR/RUB,68.239000000
005325,EUR/RUB,68.240000000
005326,EUR/RUB,68.239000000
005327,EUR/RUB,68.240000000
005328,EUR/RUB,68.240000000
005332,EUR/RUB,68.240000000
005334,EUR/RUB,68.240000000
005335,EUR/RUB,68.240000000
005338,EUR/RUB,68.241000000
005340,EUR/RUB,68.240000000
005342,EUR/RUB,68.241000000
005343,EUR/RUB,68.240000000
005346,EUR/RUB,68.241000000
005347,EUR/RUB,68.241000000
005347,EUR/RUB,68.297000000
005347,EUR/RUB,68.241000000
005350,EUR/RUB,68.240000000
005352,EUR/RUB,68.241000000
005354,EUR/RUB,68.242000000
005355,EUR/RUB,68.242000000
005356,EUR/RUB,68.243000000
005402,EUR/RUB,68.243000000
005403,EUR/RUB,68.242000000
005404,EUR/RUB,68.242000000
005409,EUR/RUB,68.242000000
005410,EUR/RUB,68.242000000
005412,EUR/RUB,68.242000000
005413,EUR/RUB,68.243000000
005414,EUR/RUB,68.244000000
005415,EUR/RUB,68.262000000
005415,EUR/RUB,68.243000000
005416,EUR/RUB,68.244000000
005418,EUR/RUB,68.300100000
005418,EUR/RUB,68.244000000
005423,EUR/RUB,68.243000000
005424,EUR/RUB,68.244000000
005425,EUR/RUB,68.244000000
005426,EUR/RUB,68.245000000
005427,EUR/RUB,68.244000000
005428,EUR/RUB,68.244000000
005429,EUR/RUB,68.244000000
005430,EUR/RUB,68.243000000
005431,EUR/RUB,68.244000000
005432,EUR/RUB,68.243000000
005433,EUR/RUB,68.243000000
005435,EUR/RUB,68.243000000
005436,EUR/RUB,68.243000000
005436,EUR/RUB,68.243000000
005437,EUR/RUB,68.243000000
005438,EUR/RUB,68.243000000
005439,EUR/RUB,68.241000000
005440,EUR/RUB,68.242000000
005441,EUR/RUB,68.242000000
005442,EUR/RUB,68.242000000
005443,EUR/RUB,68.242000000
005444,EUR/RUB,68.242000000
005445,EUR/RUB,68.242000000
005445,EUR/RUB,68.260000000
005446,EUR/RUB,68.242000000
005447,EUR/RUB,68.241000000
005449,EUR/RUB,68.296100000
005450,EUR/RUB,68.240000000
005451,EUR/RUB,68.240000000
005452,EUR/RUB,68.240000000
005454,EUR/RUB,68.240000000
005455,EUR/RUB,68.240000000
005456,EUR/RUB,68.240000000
005458,EUR/RUB,68.239000000
005459,EUR/RUB,68.240000000
005500,EUR/RUB,68.331000000
005500,EUR/RUB,68.242000000
005501,EUR/RUB,68.241000000
005502,EUR/RUB,68.240000000
005504,EUR/RUB,68.241000000
005506,EUR/RUB,68.241000000
005509,EUR/RUB,68.241000000
005510,EUR/RUB,68.242000000
005511,EUR/RUB,68.241000000
005512,EUR/RUB,68.241000000
005512,EUR/RUB,68.242000000
005513,EUR/RUB,68.242000000
005513,EUR/RUB,68.241000000
005515,EUR/RUB,68.263000000
005515,EUR/RUB,68.241000000
005516,EUR/RUB,68.241000000
005517,EUR/RUB,68.242000000
005518,EUR/RUB,68.241000000
005520,EUR/RUB,68.242000000
005520,EUR/RUB,68.298800000
005521,EUR/RUB,68.242000000
005522,EUR/RUB,68.242000000
005525,EUR/RUB,68.243000000
005526,EUR/RUB,68.241000000
005529,EUR/RUB,68.242000000
005530,EUR/RUB,68.241000000
005531,EUR/RUB,68.243000000
005532,EUR/RUB,68.243000000
005533,EUR/RUB,68.243000000
005534,EUR/RUB,68.244000000
005536,EUR/RUB,68.244000000
005537,EUR/RUB,68.244000000
005537,EUR/RUB,68.244000000
005538,EUR/RUB,68.244000000
005548,EUR/RUB,68.244000000
005549,EUR/RUB,68.244000000
005550,EUR/RUB,68.243000000
005551,EUR/RUB,68.297500000
005551,EUR/RUB,68.261000000
005552,EUR/RUB,68.243000000
005555,EUR/RUB,68.243000000
005557,EUR/RUB,68.241000000
005558,EUR/RUB,68.240000000
005559,EUR/RUB,68.240000000
005600,EUR/RUB,68.240000000
005601,EUR/RUB,68.240000000
005603,EUR/RUB,68.240000000
005610,EUR/RUB,68.240000000
005612,EUR/RUB,68.240000000
005614,EUR/RUB,68.240000000
005615,EUR/RUB,68.239000000
005616,EUR/RUB,68.238000000
005618,EUR/RUB,68.239000000
005619,EUR/RUB,68.239000000
005620,EUR/RUB,68.239000000
005621,EUR/RUB,68.238000000
005621,EUR/RUB,68.257000000
005622,EUR/RUB,68.293200000
005622,EUR/RUB,68.240000000
005632,EUR/RUB,68.240000000
005639,EUR/RUB,68.240000000
005641,EUR/RUB,68.239000000
005642,EUR/RUB,68.238000000
005644,EUR/RUB,68.239000000
005645,EUR/RUB,68.239000000
005646,EUR/RUB,68.238000000
005647,EUR/RUB,68.239000000
005648,EUR/RUB,68.239000000
005651,EUR/RUB,68.239000000
005651,EUR/RUB,68.255000000
005652,EUR/RUB,68.238000000
005653,EUR/RUB,68.291400000
005653,EUR/RUB,68.239000000
005655,EUR/RUB,68.238000000
005657,EUR/RUB,68.237000000
005659,EUR/RUB,68.237000000
005701,EUR/RUB,68.237000000
005707,EUR/RUB,68.237000000
005709,EUR/RUB,68.237000000
005717,EUR/RUB,68.237000000
005721,EUR/RUB,68.237000000
005722,EUR/RUB,68.253000000
005722,EUR/RUB,68.238000000
005724,EUR/RUB,68.288300000
005724,EUR/RUB,68.238000000
005725,EUR/RUB,68.237000000
005727,EUR/RUB,68.238000000
005728,EUR/RUB,68.237000000
005732,EUR/RUB,68.237000000
005733,EUR/RUB,68.236000000
005734,EUR/RUB,68.236000000
005735,EUR/RUB,68.236000000
005739,EUR/RUB,68.237000000
005740,EUR/RUB,68.237000000
005741,EUR/RUB,68.237000000
005742,EUR/RUB,68.237000000
005743,EUR/RUB,68.238000000
005745,EUR/RUB,68.237000000
005746,EUR/RUB,68.237000000
005748,EUR/RUB,68.237000000
005749,EUR/RUB,68.239000000
005750,EUR/RUB,68.237000000
005751,EUR/RUB,68.239000000
005753,EUR/RUB,68.239000000
005755,EUR/RUB,68.290800000
005755,EUR/RUB,68.240000000
005756,EUR/RUB,68.239000000
005758,EUR/RUB,68.239000000
005758,EUR/RUB,68.239000000
005759,EUR/RUB,68.239000000
005811,EUR/RUB,68.239000000
005812,EUR/RUB,68.239000000
005814,EUR/RUB,68.240000000
005817,EUR/RUB,68.240000000
005818,EUR/RUB,68.239000000
005820,EUR/RUB,68.238000000
005822,EUR/RUB,68.254000000
005826,EUR/RUB,68.291400000
005831,EUR/RUB,68.238000000
005832,EUR/RUB,68.235000000
005834,EUR/RUB,68.235000000
005835,EUR/RUB,68.234000000
005836,EUR/RUB,68.235000000
005838,EUR/RUB,68.234000000
005839,EUR/RUB,68.234000000
005840,EUR/RUB,68.235000000
005841,EUR/RUB,68.234000000
005842,EUR/RUB,68.234000000
005843,EUR/RUB,68.235000000
005844,EUR/RUB,68.233000000
005845,EUR/RUB,68.232000000
005846,EUR/RUB,68.232000000
005847,EUR/RUB,68.232000000
005848,EUR/RUB,68.232000000
005849,EUR/RUB,68.232000000
005850,EUR/RUB,68.232000000
005851,EUR/RUB,68.232000000
005852,EUR/RUB,68.251000000
005854,EUR/RUB,68.231000000
005855,EUR/RUB,68.231000000
005856,EUR/RUB,68.231000000
005857,EUR/RUB,68.287100000
005857,EUR/RUB,68.231000000
005858,EUR/RUB,68.231000000
005859,EUR/RUB,68.229000000
005900,EUR/RUB,68.229000000
005901,EUR/RUB,68.229000000
005902,EUR/RUB,68.229000000
005903,EUR/RUB,68.228000000
005904,EUR/RUB,68.229000000
005905,EUR/RUB,68.227000000
005906,EUR/RUB,68.227000000
005907,EUR/RUB,68.227000000
005908,EUR/RUB,68.227000000
005909,EUR/RUB,68.227000000
005911,EUR/RUB,68.227000000
005912,EUR/RUB,68.227000000
005914,EUR/RUB,68.227000000
005917,EUR/RUB,68.228000000
005918,EUR/RUB,68.227000000
005919,EUR/RUB,68.226000000
005920,EUR/RUB,68.226000000
005921,EUR/RUB,68.226000000
005922,EUR/RUB,68.226000000
005922,EUR/RUB,68.247000000
005923,EUR/RUB,68.226000000
005924,EUR/RUB,68.226000000
005925,EUR/RUB,68.226000000
005926,EUR/RUB,68.226000000
005927,EUR/RUB,68.226000000
005928,EUR/RUB,68.226000000
005928,EUR/RUB,68.282100000
005929,EUR/RUB,68.226000000
005932,EUR/RUB,68.227000000
005932,EUR/RUB,68.227000000
005934,EUR/RUB,68.228000000
005935,EUR/RUB,68.228000000
005942,EUR/RUB,68.227000000
005944,EUR/RUB,68.228000000
005945,EUR/RUB,68.230000000
005946,EUR/RUB,68.228000000
005950,EUR/RUB,68.229000000
005951,EUR/RUB,68.229000000
005952,EUR/RUB,68.228000000
010000,EUR/RUB,68.228000000
010000,EUR/RUB,68.299000000
010002,EUR/RUB,68.229000000
010003,EUR/RUB,68.229000000
010004,EUR/RUB,68.228000000
010005,EUR/RUB,68.228000000
010006,EUR/RUB,68.228000000
010007,EUR/RUB,68.229000000
010008,EUR/RUB,68.228000000
010009,EUR/RUB,68.229000000
010010,EUR/RUB,68.228000000
010011,EUR/RUB,68.228000000
010012,EUR/RUB,68.228000000
010013,EUR/RUB,68.227000000
010014,EUR/RUB,68.227000000
010021,EUR/RUB,68.226000000
010023,EUR/RUB,68.226000000
010023,EUR/RUB,68.227000000
010024,EUR/RUB,68.227000000
010027,EUR/RUB,68.227000000
010030,EUR/RUB,68.228000000
010031,EUR/RUB,68.229000000
010031,EUR/RUB,68.284800000
010032,EUR/RUB,68.229000000
