<TIME>,EUR/RUB,<LAST>
112338,EUR/RUB,68.230000000
112339,EUR/RUB,68.230000000
112339,EUR/RUB,68.228000000
112340,EUR/RUB,68.228000000
112341,EUR/RUB,68.228000000
112341,EUR/RUB,68.230000000
112342,EUR/RUB,68.230000000
112343,EUR/RUB,68.231000000
112345,EUR/RUB,68.232000000
112345,EUR/RUB,68.232000000
112346,EUR/RUB,68.232000000
112346,EUR/RUB,68.233000000
112347,EUR/RUB,68.233000000
112347,EUR/RUB,68.235000000
112348,EUR/RUB,68.234000000
112349,EUR/RUB,68.234000000
112349,EUR/RUB,68.235000000
112350,EUR/RUB,68.236000000
112351,EUR/RUB,68.236000000
112351,EUR/RUB,68.239000000
112352,EUR/RUB,68.239000000
112352,EUR/RUB,68.239000000
112353,EUR/RUB,68.239000000
112353,EUR/RUB,68.239000000
112354,EUR/RUB,68.239000000
112354,EUR/RUB,68.240000000
112355,EUR/RUB,68.240000000
112355,EUR/RUB,68.239000000
112356,EUR/RUB,68.239000000
112356,EUR/RUB,68.235000000
112357,EUR/RUB,68.253900000
112357,EUR/RUB,68.234000000
112357,EUR/RUB,68.247000000
112358,EUR/RUB,68.234000000
112358,EUR/RUB,68.235000000
112359,EUR/RUB,68.235000000
112359,EUR/RUB,68.233000000
112400,EUR/RUB,68.233000000
112400,EUR/RUB,68.235000000
112401,EUR/RUB,68.235000000
112401,EUR/RUB,68.224000000
112402,EUR/RUB,68.223000000
112403,EUR/RUB,68.198000000
112403,EUR/RUB,68.223000000
112404,EUR/RUB,68.223000000
112404,EUR/RUB,68.223000000
112405,EUR/RUB,68.223000000
112405,EUR/RUB,68.222000000
112406,EUR/RUB,68.222000000
112406,EUR/RUB,68.222000000
112407,EUR/RUB,68.222000000
112407,EUR/RUB,68.222000000
112408,EUR/RUB,68.222000000
112408,EUR/RUB,68.221000000
112409,EUR/RUB,68.221000000
112409,EUR/RUB,68.222000000
112410,EUR/RUB,68.222000000
112410,EUR/RUB,68.222000000
112411,EUR/RUB,68.222000000
112411,EUR/RUB,68.222000000
112412,EUR/RUB,68.222000000
112413,EUR/RUB,68.222000000
112413,EUR/RUB,68.222000000
112414,EUR/RUB,68.222000000
112414,EUR/RUB,68.223000000
112415,EUR/RUB,68.223000000
112415,EUR/RUB,68.222000000
112416,EUR/RUB,68.222000000
112416,EUR/RUB,68.222000000
112417,EUR/RUB,68.222000000
112417,EUR/RUB,68.222000000
112418,EUR/RUB,68.222000000
112419,EUR/RUB,68.222000000
112419,EUR/RUB,68.223000000
112420,EUR/RUB,68.223000000
112420,EUR/RUB,68.223000000
112421,EUR/RUB,68.223000000
112421,EUR/RUB,68.222000000
112422,EUR/RUB,68.222000000
112422,EUR/RUB,68.222000000
112423,EUR/RUB,68.222000000
112423,EUR/RUB,68.222000000
112424,EUR/RUB,68.222000000
112424,EUR/RUB,68.222000000
112425,EUR/RUB,68.222000000
112425,EUR/RUB,68.220000000
112426,EUR/RUB,68.220000000
112426,EUR/RUB,68.220000000
112427,EUR/RUB,68.224000000
112427,EUR/RUB,68.224000000
112427,EUR/RUB,68.238000000
112428,EUR/RUB,68.243200000
112428,EUR/RUB,68.224000000
112428,EUR/RUB,68.224000000
112429,EUR/RUB,68.224000000
112429,EUR/RUB,68.220000000
112430,EUR/RUB,68.220000000
112430,EUR/RUB,68.220000000
112431,EUR/RUB,68.220000000
112431,EUR/RUB,68.220000000
112432,EUR/RUB,68.225000000
112432,EUR/RUB,68.225000000
112433,EUR/RUB,68.199000000
112433,EUR/RUB,68.225000000
112433,EUR/RUB,68.225000000
112434,EUR/RUB,68.218000000
112434,EUR/RUB,68.218000000
112435,EUR/RUB,68.217000000
112435,EUR/RUB,68.217000000
112436,EUR/RUB,68.216000000
112436,EUR/RUB,68.218000000
112437,EUR/RUB,68.222000000
112437,EUR/RUB,68.222000000
112438,EUR/RUB,68.222000000
112438,EUR/RUB,68.222000000
112438,EUR/RUB,68.215000000
112439,EUR/RUB,68.217000000
112440,EUR/RUB,68.218000000
112441,EUR/RUB,68.218000000
112441,EUR/RUB,68.223000000
112442,EUR/RUB,68.223000000
112442,EUR/RUB,68.222000000
112443,EUR/RUB,68.222000000
112443,EUR/RUB,68.213000000
112444,EUR/RUB,68.215000000
112445,EUR/RUB,68.213000000
112445,EUR/RUB,68.213000000
112446,EUR/RUB,68.217000000
112446,EUR/RUB,68.217000000
112447,EUR/RUB,68.217000000
112447,EUR/RUB,68.217000000
112448,EUR/RUB,68.217000000
112448,EUR/RUB,68.217000000
112449,EUR/RUB,68.217000000
112449,EUR/RUB,68.215000000
112450,EUR/RUB,68.215000000
112450,EUR/RUB,68.217000000
112451,EUR/RUB,68.217000000
112451,EUR/RUB,68.215000000
112452,EUR/RUB,68.215000000
112452,EUR/RUB,68.217000000
112453,EUR/RUB,68.217000000
112453,EUR/RUB,68.217000000
112454,EUR/RUB,68.217000000
112454,EUR/RUB,68.218000000
112455,EUR/RUB,68.218000000
112455,EUR/RUB,68.218000000
112456,EUR/RUB,68.218000000
112456,EUR/RUB,68.217000000
112457,EUR/RUB,68.217000000
112457,EUR/RUB,68.216000000
112457,EUR/RUB,68.231000000
112458,EUR/RUB,68.216000000
112458,EUR/RUB,68.216000000
112459,EUR/RUB,68.216000000
112459,EUR/RUB,68.216000000
112500,EUR/RUB,68.242000000
112500,EUR/RUB,68.213000000
112501,EUR/RUB,68.213000000
112501,EUR/RUB,68.214000000
112502,EUR/RUB,68.214000000
112502,EUR/RUB,68.216000000
112503,EUR/RUB,68.216000000
112503,EUR/RUB,68.216000000
112503,EUR/RUB,68.190000000
112504,EUR/RUB,68.216000000
112504,EUR/RUB,68.216000000
112505,EUR/RUB,68.216000000
112505,EUR/RUB,68.236700000
112505,EUR/RUB,68.216000000
112506,EUR/RUB,68.216000000
112506,EUR/RUB,68.216000000
112507,EUR/RUB,68.216000000
112507,EUR/RUB,68.216000000
112508,EUR/RUB,68.216000000
112508,EUR/RUB,68.216000000
112509,EUR/RUB,68.216000000
112509,EUR/RUB,68.217000000
112510,EUR/RUB,68.217000000
112510,EUR/RUB,68.217000000
112511,EUR/RUB,68.217000000
112511,EUR/RUB,68.217000000
112512,EUR/RUB,68.217000000
112513,EUR/RUB,68.217000000
112513,EUR/RUB,68.217000000
112514,EUR/RUB,68.217000000
112514,EUR/RUB,68.217000000
112515,EUR/RUB,68.217000000
112515,EUR/RUB,68.217000000
112516,EUR/RUB,68.216000000
112517,EUR/RUB,68.216000000
112517,EUR/RUB,68.216000000
112518,EUR/RUB,68.216000000
112518,EUR/RUB,68.216000000
112519,EUR/RUB,68.216000000
112519,EUR/RUB,68.216000000
112520,EUR/RUB,68.216000000
112520,EUR/RUB,68.216000000
112520,EUR/RUB,68.216000000
112521,EUR/RUB,68.216000000
112522,EUR/RUB,68.216000000
112522,EUR/RUB,68.215000000
112523,EUR/RUB,68.215000000
112523,EUR/RUB,68.216000000
112523,EUR/RUB,68.216000000
112524,EUR/RUB,68.213000000
112524,EUR/RUB,68.213000000
112525,EUR/RUB,68.215000000
112525,EUR/RUB,68.215000000
112526,EUR/RUB,68.216000000
112526,EUR/RUB,68.216000000
112527,EUR/RUB,68.215000000
112527,EUR/RUB,68.215000000
112527,EUR/RUB,68.228000000
112528,EUR/RUB,68.216000000
112528,EUR/RUB,68.216000000
112529,EUR/RUB,68.216000000
112529,EUR/RUB,68.216000000
112530,EUR/RUB,68.216000000
112530,EUR/RUB,68.216000000
112531,EUR/RUB,68.216000000
112531,EUR/RUB,68.216000000
112532,EUR/RUB,68.216000000
112532,EUR/RUB,68.216000000
112533,EUR/RUB,68.216000000
112533,EUR/RUB,68.216000000
112534,EUR/RUB,68.216000000
112534,EUR/RUB,68.216000000
112535,EUR/RUB,68.216000000
112535,EUR/RUB,68.216000000
112536,EUR/RUB,68.235700000
112536,EUR/RUB,68.216000000
112536,EUR/RUB,68.216000000
112537,EUR/RUB,68.216000000
112537,EUR/RUB,68.216000000
112538,EUR/RUB,68.216000000
112538,EUR/RUB,68.216000000
112539,EUR/RUB,68.217000000
112539,EUR/RUB,68.217000000
112541,EUR/RUB,68.216000000
112542,EUR/RUB,68.216000000
112543,EUR/RUB,68.216000000
112544,EUR/RUB,68.217000000
112546,EUR/RUB,68.217000000
112546,EUR/RUB,68.192000000
112547,EUR/RUB,68.217000000
112548,EUR/RUB,68.217000000
112549,EUR/RUB,68.218000000
112550,EUR/RUB,68.218000000
112551,EUR/RUB,68.218000000
112552,EUR/RUB,68.217000000
112553,EUR/RUB,68.215000000
112553,EUR/RUB,68.215000000
112554,EUR/RUB,68.208000000
112554,EUR/RUB,68.208000000
112555,EUR/RUB,68.209000000
112555,EUR/RUB,68.209000000
112556,EUR/RUB,68.208000000
112556,EUR/RUB,68.209000000
112557,EUR/RUB,68.215000000
112557,EUR/RUB,68.215000000
112557,EUR/RUB,68.229000000
112558,EUR/RUB,68.215000000
112558,EUR/RUB,68.215000000
112558,EUR/RUB,68.206000000
112559,EUR/RUB,68.210000000
112600,EUR/RUB,68.208000000
112601,EUR/RUB,68.209000000
112601,EUR/RUB,68.215000000
112602,EUR/RUB,68.215000000
112602,EUR/RUB,68.215000000
112603,EUR/RUB,68.215000000
112603,EUR/RUB,68.215000000
112604,EUR/RUB,68.208000000
112604,EUR/RUB,68.208000000
112605,EUR/RUB,68.211000000
112605,EUR/RUB,68.211000000
112606,EUR/RUB,68.210000000
112606,EUR/RUB,68.210000000
112607,EUR/RUB,68.215000000
112607,EUR/RUB,68.233200000
112607,EUR/RUB,68.215000000
112608,EUR/RUB,68.215000000
112609,EUR/RUB,68.215000000
112609,EUR/RUB,68.210000000
112610,EUR/RUB,68.210000000
112610,EUR/RUB,68.210000000
112611,EUR/RUB,68.210000000
112611,EUR/RUB,68.210000000
112612,EUR/RUB,68.214000000
112612,EUR/RUB,68.214000000
112613,EUR/RUB,68.215000000
112613,EUR/RUB,68.215000000
112614,EUR/RUB,68.215000000
112614,EUR/RUB,68.211000000
112615,EUR/RUB,68.211000000
112615,EUR/RUB,68.210000000
112616,EUR/RUB,68.188000000
112616,EUR/RUB,68.210000000
112616,EUR/RUB,68.209000000
112617,EUR/RUB,68.213000000
112617,EUR/RUB,68.213000000
112618,EUR/RUB,68.213000000
112618,EUR/RUB,68.213000000
112619,EUR/RUB,68.206000000
112620,EUR/RUB,68.206000000
112621,EUR/RUB,68.209000000
112621,EUR/RUB,68.209000000
112622,EUR/RUB,68.212000000
112622,EUR/RUB,68.212000000
112623,EUR/RUB,68.211000000
112623,EUR/RUB,68.211000000
112624,EUR/RUB,68.211000000
112624,EUR/RUB,68.211000000
112625,EUR/RUB,68.203000000
112625,EUR/RUB,68.203000000
112625,EUR/RUB,68.210000000
112626,EUR/RUB,68.210000000
112626,EUR/RUB,68.210000000
112627,EUR/RUB,68.210000000
112627,EUR/RUB,68.208000000
112627,EUR/RUB,68.220000000
112628,EUR/RUB,68.208000000
112628,EUR/RUB,68.209000000
112629,EUR/RUB,68.209000000
112629,EUR/RUB,68.209000000
112631,EUR/RUB,68.209000000
112632,EUR/RUB,68.207000000
112633,EUR/RUB,68.208000000
112633,EUR/RUB,68.208000000
112634,EUR/RUB,68.205000000
112634,EUR/RUB,68.205000000
112635,EUR/RUB,68.205000000
112635,EUR/RUB,68.205000000
112636,EUR/RUB,68.205000000
112636,EUR/RUB,68.205000000
112637,EUR/RUB,68.211000000
112637,EUR/RUB,68.211000000
112638,EUR/RUB,68.210000000
112638,EUR/RUB,68.210000000
112639,EUR/RUB,68.210000000
112639,EUR/RUB,68.205000000
112639,EUR/RUB,68.228400000
112640,EUR/RUB,68.205000000
112640,EUR/RUB,68.206000000
112641,EUR/RUB,68.206000000
112641,EUR/RUB,68.204000000
112641,EUR/RUB,68.205000000
112641,EUR/RUB,68.210000000
112642,EUR/RUB,68.210000000
112643,EUR/RUB,68.211000000
112643,EUR/RUB,68.211000000
112643,EUR/RUB,68.204000000
112645,EUR/RUB,68.204000000
112646,EUR/RUB,68.207000000
112646,EUR/RUB,68.184000000
112646,EUR/RUB,68.209000000
112647,EUR/RUB,68.214000000
112647,EUR/RUB,68.214000000
112648,EUR/RUB,68.213000000
112648,EUR/RUB,68.213000000
112649,EUR/RUB,68.214000000
112649,EUR/RUB,68.214000000
112650,EUR/RUB,68.212000000
112650,EUR/RUB,68.212000000
112651,EUR/RUB,68.212000000
112651,EUR/RUB,68.212000000
112652,EUR/RUB,68.215000000
112652,EUR/RUB,68.215000000
112653,EUR/RUB,68.214000000
112653,EUR/RUB,68.214000000
112654,EUR/RUB,68.212000000
112654,EUR/RUB,68.212000000
112654,EUR/RUB,68.202000000
112654,EUR/RUB,68.219000000
112655,EUR/RUB,68.219000000
112655,EUR/RUB,68.213000000
112656,EUR/RUB,68.213000000
112656,EUR/RUB,68.217000000
112657,EUR/RUB,68.217000000
112657,EUR/RUB,68.230000000
112658,EUR/RUB,68.213000000
112659,EUR/RUB,68.213000000
112700,EUR/RUB,68.213000000
112701,EUR/RUB,68.213000000
112701,EUR/RUB,68.217000000
112702,EUR/RUB,68.217000000
112702,EUR/RUB,68.218000000
112703,EUR/RUB,68.218000000
112703,EUR/RUB,68.219000000
112704,EUR/RUB,68.219000000
112704,EUR/RUB,68.219000000
112705,EUR/RUB,68.219000000
112705,EUR/RUB,68.218000000
112706,EUR/RUB,68.218000000
112706,EUR/RUB,68.217000000
112706,EUR/RUB,68.217000000
112708,EUR/RUB,68.217000000
112708,EUR/RUB,68.217000000
112708,EUR/RUB,68.211000000
112709,EUR/RUB,68.213000000
112710,EUR/RUB,68.213000000
112711,EUR/RUB,68.237800000
112711,EUR/RUB,68.213000000
112712,EUR/RUB,68.218000000
112712,EUR/RUB,68.218000000
112713,EUR/RUB,68.217000000
112713,EUR/RUB,68.217000000
112714,EUR/RUB,68.217000000
112714,EUR/RUB,68.212000000
112716,EUR/RUB,68.192000000
112716,EUR/RUB,68.217000000
112717,EUR/RUB,68.217000000
112718,EUR/RUB,68.216000000
112719,EUR/RUB,68.216000000
112719,EUR/RUB,68.209000000
112719,EUR/RUB,68.209000000
112720,EUR/RUB,68.212000000
112720,EUR/RUB,68.212000000
112721,EUR/RUB,68.213000000
112721,EUR/RUB,68.213000000
112722,EUR/RUB,68.217000000
112722,EUR/RUB,68.217000000
112724,EUR/RUB,68.217000000
112724,EUR/RUB,68.213000000
112725,EUR/RUB,68.213000000
112725,EUR/RUB,68.213000000
112726,EUR/RUB,68.213000000
112726,EUR/RUB,68.213000000
112726,EUR/RUB,68.213000000
112727,EUR/RUB,68.218000000
112727,EUR/RUB,68.231000000
112728,EUR/RUB,68.218000000
112729,EUR/RUB,68.212000000
112729,EUR/RUB,68.212000000
112730,EUR/RUB,68.212000000
112730,EUR/RUB,68.212000000
112731,EUR/RUB,68.212000000
112731,EUR/RUB,68.212000000
112732,EUR/RUB,68.217000000
112732,EUR/RUB,68.217000000
112733,EUR/RUB,68.217000000
112733,EUR/RUB,68.203000000
112734,EUR/RUB,68.215000000
112734,EUR/RUB,68.215000000
112734,EUR/RUB,68.202000000
112735,EUR/RUB,68.216000000
112735,EUR/RUB,68.216000000
112736,EUR/RUB,68.210000000
112736,EUR/RUB,68.210000000
112737,EUR/RUB,68.210000000
112737,EUR/RUB,68.213000000
112737,EUR/RUB,68.213000000
112738,EUR/RUB,68.213000000
112738,EUR/RUB,68.206000000
112739,EUR/RUB,68.206000000
112740,EUR/RUB,68.209000000
112741,EUR/RUB,68.209000000
112741,EUR/RUB,68.213000000
112742,EUR/RUB,68.232700000
112742,EUR/RUB,68.213000000
112742,EUR/RUB,68.213000000
112743,EUR/RUB,68.213000000
112743,EUR/RUB,68.209000000
112744,EUR/RUB,68.209000000
112744,EUR/RUB,68.208000000
112745,EUR/RUB,68.208000000
112745,EUR/RUB,68.208000000
112746,EUR/RUB,68.208000000
112746,EUR/RUB,68.185000000
112746,EUR/RUB,68.208000000
112746,EUR/RUB,68.212000000
112747,EUR/RUB,68.212000000
112747,EUR/RUB,68.212000000
112748,EUR/RUB,68.212000000
112748,EUR/RUB,68.208000000
112749,EUR/RUB,68.208000000
112749,EUR/RUB,68.208000000
112750,EUR/RUB,68.208000000
112750,EUR/RUB,68.208000000
112751,EUR/RUB,68.208000000
112751,EUR/RUB,68.213000000
112751,EUR/RUB,68.213000000
112752,EUR/RUB,68.212000000
112752,EUR/RUB,68.212000000
112754,EUR/RUB,68.205000000
112754,EUR/RUB,68.205000000
112754,EUR/RUB,68.205000000
112755,EUR/RUB,68.205000000
112756,EUR/RUB,68.206000000
112756,EUR/RUB,68.212000000
112757,EUR/RUB,68.212000000
112757,EUR/RUB,68.212000000
112757,EUR/RUB,68.227000000
112758,EUR/RUB,68.212000000
112758,EUR/RUB,68.212000000
112758,EUR/RUB,68.212000000
112759,EUR/RUB,68.205000000
112800,EUR/RUB,68.205000000
112800,EUR/RUB,68.208000000
112800,EUR/RUB,68.208000000
112801,EUR/RUB,68.206000000
112801,EUR/RUB,68.206000000
112802,EUR/RUB,68.208000000
112802,EUR/RUB,68.208000000
112803,EUR/RUB,68.208000000
112803,EUR/RUB,68.208000000
112804,EUR/RUB,68.208000000
112804,EUR/RUB,68.203000000
112805,EUR/RUB,68.203000000
112805,EUR/RUB,68.203000000
112806,EUR/RUB,68.203000000
112806,EUR/RUB,68.207000000
112806,EUR/RUB,68.207000000
112807,EUR/RUB,68.208000000
112808,EUR/RUB,68.203000000
112809,EUR/RUB,68.203000000
112809,EUR/RUB,68.205000000
112810,EUR/RUB,68.205000000
112810,EUR/RUB,68.205000000
112811,EUR/RUB,68.205000000
112811,EUR/RUB,68.207000000
112813,EUR/RUB,68.207000000
112813,EUR/RUB,68.207000000
112814,EUR/RUB,68.227200000
112814,EUR/RUB,68.207000000
112815,EUR/RUB,68.207000000
112815,EUR/RUB,68.207000000
112816,EUR/RUB,68.180000000
112816,EUR/RUB,68.207000000
112816,EUR/RUB,68.204000000
112817,EUR/RUB,68.204000000
112817,EUR/RUB,68.204000000
112818,EUR/RUB,68.204000000
112818,EUR/RUB,68.207000000
112819,EUR/RUB,68.207000000
112819,EUR/RUB,68.206000000
112820,EUR/RUB,68.206000000
112820,EUR/RUB,68.206000000
112821,EUR/RUB,68.206000000
112821,EUR/RUB,68.206000000
112823,EUR/RUB,68.206000000
112823,EUR/RUB,68.206000000
112824,EUR/RUB,68.206000000
112824,EUR/RUB,68.206000000
112825,EUR/RUB,68.206000000
112825,EUR/RUB,68.205000000
112826,EUR/RUB,68.205000000
112826,EUR/RUB,68.206000000
112827,EUR/RUB,68.220000000
112828,EUR/RUB,68.206000000
112828,EUR/RUB,68.205000000
112829,EUR/RUB,68.205000000
112829,EUR/RUB,68.205000000
112830,EUR/RUB,68.205000000
112830,EUR/RUB,68.205000000
112831,EUR/RUB,68.205000000
112831,EUR/RUB,68.205000000
112832,EUR/RUB,68.205000000
112832,EUR/RUB,68.205000000
112833,EUR/RUB,68.205000000
112833,EUR/RUB,68.205000000
112834,EUR/RUB,68.205000000
112834,EUR/RUB,68.205000000
112836,EUR/RUB,68.205000000
112837,EUR/RUB,68.205000000
112838,EUR/RUB,68.205000000
112839,EUR/RUB,68.205000000
112840,EUR/RUB,68.205000000
112841,EUR/RUB,68.205000000
112842,EUR/RUB,68.205000000
112843,EUR/RUB,68.205000000
112844,EUR/RUB,68.212000000
112844,EUR/RUB,68.212000000
112845,EUR/RUB,68.207000000
112846,EUR/RUB,68.204000000
112846,EUR/RUB,68.204000000
112846,EUR/RUB,68.181000000
112847,EUR/RUB,68.209000000
112848,EUR/RUB,68.210000000
112848,EUR/RUB,68.210000000
112849,EUR/RUB,68.205000000
112849,EUR/RUB,68.205000000
112850,EUR/RUB,68.210000000
112850,EUR/RUB,68.210000000
112851,EUR/RUB,68.210000000
112851,EUR/RUB,68.230200000
112851,EUR/RUB,68.210000000
112852,EUR/RUB,68.209000000
112852,EUR/RUB,68.209000000
112853,EUR/RUB,68.210000000
112854,EUR/RUB,68.210000000
112855,EUR/RUB,68.210000000
112856,EUR/RUB,68.211000000
112857,EUR/RUB,68.211000000
112858,EUR/RUB,68.227000000
112858,EUR/RUB,68.209000000
112859,EUR/RUB,68.209000000
112859,EUR/RUB,68.209000000
112900,EUR/RUB,68.209000000
112900,EUR/RUB,68.210000000
112901,EUR/RUB,68.210000000
112901,EUR/RUB,68.210000000
112902,EUR/RUB,68.217000000
112903,EUR/RUB,68.219000000
112904,EUR/RUB,68.209000000
112904,EUR/RUB,68.218000000
112905,EUR/RUB,68.218000000
112905,EUR/RUB,68.217000000
112906,EUR/RUB,68.217000000
112906,EUR/RUB,68.217000000
112907,EUR/RUB,68.217000000
112907,EUR/RUB,68.217000000
112908,EUR/RUB,68.217000000
112908,EUR/RUB,68.217000000
112908,EUR/RUB,68.217000000
112909,EUR/RUB,68.218000000
112910,EUR/RUB,68.218000000
112911,EUR/RUB,68.218000000
112911,EUR/RUB,68.218000000
112913,EUR/RUB,68.218000000
112914,EUR/RUB,68.218000000
112914,EUR/RUB,68.219000000
112915,EUR/RUB,68.219000000
112915,EUR/RUB,68.220000000
112915,EUR/RUB,68.220000000
112916,EUR/RUB,68.219000000
112917,EUR/RUB,68.219000000
112917,EUR/RUB,68.192000000
112917,EUR/RUB,68.220000000
112918,EUR/RUB,68.220000000
112918,EUR/RUB,68.219000000
112918,EUR/RUB,68.219000000
112919,EUR/RUB,68.219000000
112920,EUR/RUB,68.219000000
112920,EUR/RUB,68.219000000
112921,EUR/RUB,68.219000000
112921,EUR/RUB,68.219000000
112922,EUR/RUB,68.219000000
112922,EUR/RUB,68.220000000
112922,EUR/RUB,68.239900000
112923,EUR/RUB,68.220000000
112923,EUR/RUB,68.220000000
112924,EUR/RUB,68.220000000
112924,EUR/RUB,68.220000000
112925,EUR/RUB,68.220000000
112925,EUR/RUB,68.220000000
112926,EUR/RUB,68.220000000
112926,EUR/RUB,68.220000000
112927,EUR/RUB,68.220000000
112928,EUR/RUB,68.220000000
112928,EUR/RUB,68.234000000
112928,EUR/RUB,68.219000000
112929,EUR/RUB,68.219000000
112929,EUR/RUB,68.219000000
112930,EUR/RUB,68.219000000
112930,EUR/RUB,68.220000000
112930,EUR/RUB,68.220000000
112931,EUR/RUB,68.219000000
112932,EUR/RUB,68.219000000
112933,EUR/RUB,68.219000000
112934,EUR/RUB,68.219000000
112935,EUR/RUB,68.208000000
112935,EUR/RUB,68.220000000
112935,EUR/RUB,68.220000000
112936,EUR/RUB,68.220000000
112936,EUR/RUB,68.220000000
112937,EUR/RUB,68.220000000
112937,EUR/RUB,68.220000000
112938,EUR/RUB,68.220000000
112939,EUR/RUB,68.220000000
112939,EUR/RUB,68.220000000
112940,EUR/RUB,68.220000000
112940,EUR/RUB,68.220000000
112941,EUR/RUB,68.220000000
112941,EUR/RUB,68.220000000
112942,EUR/RUB,68.220000000
112942,EUR/RUB,68.220000000
112943,EUR/RUB,68.219000000
112943,EUR/RUB,68.219000000
112944,EUR/RUB,68.219000000
112944,EUR/RUB,68.219000000
112945,EUR/RUB,68.219000000
112946,EUR/RUB,68.218000000
112946,EUR/RUB,68.218000000
112947,EUR/RUB,68.218000000
112947,EUR/RUB,68.218000000
112948,EUR/RUB,68.219000000
112949,EUR/RUB,68.219000000
112949,EUR/RUB,68.216000000
112950,EUR/RUB,68.216000000
112950,EUR/RUB,68.210000000
112951,EUR/RUB,68.220000000
112952,EUR/RUB,68.219000000
112953,EUR/RUB,68.219000000
112954,EUR/RUB,68.219000000
112954,EUR/RUB,68.210000000
112954,EUR/RUB,68.210000000
112955,EUR/RUB,68.217000000
112955,EUR/RUB,68.217000000
112955,EUR/RUB,68.208000000
112956,EUR/RUB,68.218000000
112956,EUR/RUB,68.218000000
112957,EUR/RUB,68.219000000
112957,EUR/RUB,68.219000000
112958,EUR/RUB,68.232000000
112958,EUR/RUB,68.221000000
112958,EUR/RUB,68.221000000
112959,EUR/RUB,68.221000000
112959,EUR/RUB,68.221000000
113000,EUR/RUB,68.238900000
113000,EUR/RUB,68.245000000
113000,EUR/RUB,68.219000000
113000,EUR/RUB,68.219000000
113001,EUR/RUB,68.220000000
113001,EUR/RUB,68.220000000
113002,EUR/RUB,68.220000000
113002,EUR/RUB,68.220000000
113003,EUR/RUB,68.220000000
113003,EUR/RUB,68.220000000
113004,EUR/RUB,68.220000000
113005,EUR/RUB,68.220000000
113005,EUR/RUB,68.220000000
113006,EUR/RUB,68.219000000
113006,EUR/RUB,68.219000000
113007,EUR/RUB,68.220000000
113007,EUR/RUB,68.220000000
113009,EUR/RUB,68.220000000
113009,EUR/RUB,68.220000000
113010,EUR/RUB,68.220000000
113010,EUR/RUB,68.220000000
113011,EUR/RUB,68.220000000
113012,EUR/RUB,68.220000000
113013,EUR/RUB,68.220000000
113014,EUR/RUB,68.220000000
113015,EUR/RUB,68.220000000
113016,EUR/RUB,68.221000000
113016,EUR/RUB,68.221000000
113017,EUR/RUB,68.220000000
113018,EUR/RUB,68.221000000
113019,EUR/RUB,68.221000000
113019,EUR/RUB,68.220000000
113020,EUR/RUB,68.220000000
113021,EUR/RUB,68.220000000
113022,EUR/RUB,68.220000000
113023,EUR/RUB,68.220000000
113024,EUR/RUB,68.221000000
113025,EUR/RUB,68.221000000
113026,EUR/RUB,68.221000000
113027,EUR/RUB,68.221000000
113028,EUR/RUB,68.234000000
113028,EUR/RUB,68.221000000
113029,EUR/RUB,68.221000000
113030,EUR/RUB,68.221000000
113031,EUR/RUB,68.239400000
113031,EUR/RUB,68.220000000
113032,EUR/RUB,68.220000000
113033,EUR/RUB,68.220000000
113033,EUR/RUB,68.220000000
113033,EUR/RUB,68.205000000
113034,EUR/RUB,68.222000000
113034,EUR/RUB,68.222000000
113035,EUR/RUB,68.211000000
113036,EUR/RUB,68.211000000
113036,EUR/RUB,68.216000000
113036,EUR/RUB,68.216000000
113036,EUR/RUB,68.221000000
113037,EUR/RUB,68.221000000
113038,EUR/RUB,68.221000000
113038,EUR/RUB,68.221000000
113038,EUR/RUB,68.221000000
113038,EUR/RUB,68.215000000
113039,EUR/RUB,68.215000000
113040,EUR/RUB,68.219000000
113040,EUR/RUB,68.219000000
113041,EUR/RUB,68.220000000
113041,EUR/RUB,68.220000000
113042,EUR/RUB,68.222000000
113042,EUR/RUB,68.222000000
113042,EUR/RUB,68.222000000
113043,EUR/RUB,68.222000000
113044,EUR/RUB,68.220000000
113044,EUR/RUB,68.220000000
113045,EUR/RUB,68.219000000
113045,EUR/RUB,68.219000000
113046,EUR/RUB,68.219000000
113046,EUR/RUB,68.219000000
113046,EUR/RUB,68.224000000
113047,EUR/RUB,68.195000000
113047,EUR/RUB,68.224000000
113047,EUR/RUB,68.223000000
113048,EUR/RUB,68.223000000
113048,EUR/RUB,68.217000000
113049,EUR/RUB,68.213000000
113049,EUR/RUB,68.219000000
113050,EUR/RUB,68.219000000
113050,EUR/RUB,68.218000000
113051,EUR/RUB,68.218000000
113051,EUR/RUB,68.218000000
113051,EUR/RUB,68.223000000
113052,EUR/RUB,68.223000000
113052,EUR/RUB,68.224000000
113053,EUR/RUB,68.224000000
113053,EUR/RUB,68.218000000
113054,EUR/RUB,68.218000000
113054,EUR/RUB,68.218000000
113055,EUR/RUB,68.218000000
113056,EUR/RUB,68.223000000
113057,EUR/RUB,68.223000000
113058,EUR/RUB,68.237000000
113058,EUR/RUB,68.224000000
113058,EUR/RUB,68.224000000
113059,EUR/RUB,68.218000000
113100,EUR/RUB,68.218000000
113100,EUR/RUB,68.218000000
113101,EUR/RUB,68.218000000
113101,EUR/RUB,68.218000000
113102,EUR/RUB,68.223000000
113102,EUR/RUB,68.223000000
113103,EUR/RUB,68.223000000
113103,EUR/RUB,68.223000000
113104,EUR/RUB,68.216000000
